Year,Age,E_F,E_M,E_Tot,D_F,D_M,D_Tot,m_F,m_M,m_Tot
1870,56,174866.69,181999.7,356866.39,4140.44,5065.89,9206.33,0.02367769413374268,0.02783460632077965,0.025797694201462905
1870,57,169826.67,176814.36,346641.03,4297.46,5218.09,9515.55,0.025304977127561884,0.02951168672046773,0.027450731957495044
1870,58,164733.94,171603.98,336337.92,4505.18,5427.67,9932.85,0.02734821980218527,0.03162904496737197,0.029532352462666122
1870,59,161627.68,166614.94,328242.62,4763.61,5694.64,10458.25,0.029472736353080117,0.034178447623004274,0.03186134085817375
1870,60,158353.95,160838.98,319192.92,5057.59,5999.12,11056.71,0.031938514953368705,0.03729891845869701,0.03463958411107615
1870,61,151740.56,154127.97,305868.53,5326.53,6261.5,11588.03,0.035102875592392696,0.04062533231314212,0.03788565629814875
1870,62,145760.48,148021.98,293782.46,5555.28,6461.89,12017.17,0.038112388213869766,0.043654935571055056,0.0409049948046592
1870,63,139276.78,141375.09,280651.87,5743.83,6600.29,12344.12,0.04124039915339801,0.04668637169391015,0.043983743988593414
1870,64,134073.93,133388.41,267462.34,5892.18,6676.69,12568.87,0.043947246120107024,0.05005449873793382,0.04699304582469442
1870,65,130578.8,126205.66,256784.46,6023.46,6724.42,12747.88,0.04612892751350142,0.053281445538971864,0.049644281433541576
1870,66,124121.09,119969.38,244090.46,6230.04,6876.7,13106.74,0.050193242743839905,0.05732045960394227,0.05369624032008461
1870,67,118124.89,114267.64,232392.53,6535.05,7166.84,13701.89,0.05532322612109946,0.06271976913148815,0.05896011373515319
1870,68,111676.4,108205.81,219882.21,6938.46,7594.84,14533.3,0.0621300471720077,0.07018883736464798,0.0660958428605934
1870,69,106398.33,101310.76,207709.1,7440.3,8160.71,15601.01,0.06992872914452698,0.08055126622285728,0.0751099012994616
1870,70,102129.19,95460.49,197589.68,7990.21,8784.51,16774.72,0.07823630051310501,0.09202246919118055,0.08489674157071363
1870,71,95799.97,89455.96,185255.93,8386.76,9146.51,17533.27,0.08754449505568739,0.10224595432210441,0.09464350210004074
1870,72,88450.58,82284.59,170735.16,8579.64,9166.77,17746.41,0.0969992508811135,0.11140324087414182,0.1039411565842677
1870,73,80635.42,74445.09,155080.51,8568.8,8845.31,17414.11,0.1062659560773665,0.11881656668022028,0.11229077077448352
1870,74,75779.14,67016.36,142795.5,8354.28,8182.12,16536.4,0.11024511494852014,0.12209138186556237,0.11580476975815066
1870,75,69977.18,59030.92,129008.1,7971.32,7261.03,15232.35,0.11391313568223241,0.12300384273191066,0.118072818683478
1870,76,60012.44,49717.17,109729.61,7560.91,6417.43,13978.34,0.1259890449380162,0.1290787468393716,0.12738895180617155
1870,77,51033.6,41485.38,92518.98,7158.32,5735.14,12893.46,0.14026680461499874,0.13824484673877885,0.13936016155820136
1870,78,43713.33,34918.42,78631.75,6763.52,5214.18,11977.7,0.1547244284523737,0.14932462579922004,0.15232650932988265
1870,79,38624.57,29477.7,68102.27,6376.53,4854.53,11231.06,0.16508999323487614,0.16468482954911678,0.1649146203202918
1870,80,33052.35,22524.96,55577.31,5985.5,4617.5,10603.0,0.18109151089105616,0.20499481464118027,0.1907792946438034
1870,81,27640.12,18763.71,46403.82,5542.97,4348.25,9891.22,0.200540735713159,0.2317372204111021,0.21315529626655735
1870,82,22741.87,15604.66,38346.53,5037.09,4008.08,9045.17,0.22148970159445994,0.2568514789812787,0.23587975235308123
1870,83,18382.94,12858.67,31241.6,4467.86,3596.99,8064.85,0.24304382215249573,0.2797326628648219,0.25814458926559464
1870,84,14590.19,10409.67,24999.86,3835.27,3114.97,6950.24,0.2628663506095534,0.29923811225523955,0.2780111568624784
1870,85,11382.97,8228.24,19611.21,3163.92,2583.79,5747.71,0.2779520634772823,0.31401490476699756,0.2930828847378617
1870,86,8768.98,6354.74,15123.72,2552.12,2090.5,4642.62,0.2910395507801363,0.3289670387773536,0.3069760614452
1870,87,6661.09,4776.42,11437.51,2024.43,1656.88,3681.31,0.30391872801598535,0.3468874177731439,0.3218628879887318
1870,88,4985.88,3496.89,8482.77,1580.88,1282.91,2863.79,0.3170714096608823,0.3668717060016186,0.33760080728346986
1870,89,3677.76,2504.75,6182.51,1221.45,968.6,2190.05,0.3321179196032367,0.38670526000598865,0.3542331512605722
1870,90,2665.12,1755.63,4420.75,939.13,711.7,1650.83,0.35237812931500273,0.40538154394718706,0.37342758581688623
1870,91,1904.09,1219.12,3123.2,705.87,503.14,1209.01,0.3707125188410212,0.4127075267405998,0.3871061731557377
1870,92,1341.37,846.95,2188.32,514.66,340.65,855.31,0.3836823546076027,0.4022079225456048,0.39085234335014984
1870,93,936.7,591.8,1528.51,365.49,224.26,589.75,0.3901889612469307,0.37894558972625886,0.3858332624582109
1870,94,657.4,424.52,1081.92,258.36,153.95,412.31,0.3930027380590204,0.36264486949967023,0.3810910233658681
1870,95,460.26,313.76,774.02,188.1,122.34,310.44,0.4086820492764959,0.38991585925548194,0.401074907625126
1870,96,311.75,230.5,542.25,133.94,99.85,233.79,0.4296391339214114,0.43318872017353577,0.4311479944674965
1870,97,200.15,162.38,362.53,90.69,79.1,169.79,0.45311016737446913,0.4871289567680749,0.46834744710782555
1870,98,119.75,104.42,224.17,58.35,60.09,118.44,0.4872651356993737,0.5754644704079679,0.528349020832404
1871,0,414366.84,429291.42,843658.27,89227.0,107120.0,196347.0,0.21533335051617547,0.24952746551515054,0.23273285758225307
1871,1,393242.31,395123.75,788366.06,28801.43,30932.13,59733.56,0.07324092364323666,0.07828466398185378,0.07576881226977224
1871,2,361075.86,359050.02,720125.88,19279.04,20733.96,40013.0,0.053393322943272925,0.057746717295824125,0.05556389668983984
1871,3,353827.25,351276.26,705103.51,12472.8,13392.67,25865.47,0.03525110064303979,0.03812574752418509,0.03668322399926785
1871,4,351278.15,348351.56,699629.72,8382.73,8908.25,17290.98,0.023863511009722633,0.02557258535027086,0.02471447325022156
1871,5,342196.25,343035.32,685231.57,6592.31,6853.33,13445.64,0.019264705560040476,0.019978496674919653,0.019622038138143578
1871,6,335963.95,342269.66,678233.61,5435.47,5518.42,10953.89,0.01617872989051355,0.01612301832420671,0.016150615125074676
1871,7,333826.11,339952.79,673778.9,4495.72,4476.15,8971.87,0.013467250958889945,0.013166975332074785,0.0133157479404594
1871,8,334263.28,340301.7,674564.98,3773.05,3726.54,7499.59,0.011287659236754932,0.010950694633614819,0.011117668752979143
1871,9,331964.34,337806.68,669771.02,3267.46,3269.56,6537.02,0.009842804199993288,0.009678790247723935,0.009760081885895869
1871,10,339165.81,344431.12,683596.92,2962.02,3050.49,6012.51,0.008733250559659891,0.008856603898044985,0.008795402413457333
1871,11,330471.24,335033.78,665505.02,2789.01,2850.3,5639.31,0.008439493857317206,0.008507500348173847,0.008473730220697659
1871,12,322983.16,327241.81,650224.97,2731.5,2614.26,5345.76,0.008457097267857558,0.007988771361458978,0.008221400663834857
1871,13,314284.42,318281.95,632566.37,2789.49,2342.36,5131.85,0.00887568655169098,0.007359386858098614,0.008112745544787657
1871,14,306480.15,310408.76,616888.91,2962.98,2034.6,4997.58,0.00966777130590676,0.006554583060091474,0.008101264131981234
1871,15,299580.87,303901.8,603482.67,3230.29,1814.73,5045.02,0.010782697840486277,0.005971435509760061,0.008359842379566591
1871,16,297598.19,300907.26,598505.45,3504.71,2177.79,5682.5,0.011776650926539574,0.007237412616764381,0.009494483300026758
1871,17,299563.78,303531.01,603094.79,3764.57,3247.52,7012.09,0.012566839689364314,0.010699137462099835,0.011626845590889617
1871,18,302099.84,306835.34,608935.18,4009.86,5023.94,9033.8,0.013273294020943538,0.016373407313512188,0.014835404976930382
1871,19,300483.97,305843.77,606327.74,4240.57,7507.02,11747.59,0.014112466631747445,0.024545276825485116,0.01937498356911726
1871,20,297662.31,304700.55,602362.85,4449.82,10400.31,14850.13,0.01494922215714848,0.034132888831346055,0.024653130583999327
1871,21,290515.23,297594.22,588109.45,4609.94,12517.91,17127.85,0.01586815259220661,0.04206368658638599,0.029123575552135746
1871,22,285594.3,292611.41,578205.71,4714.03,13563.36,18277.39,0.016506036710116412,0.04635280626958464,0.031610531829580166
1871,23,286335.62,293216.63,579552.24,4762.1,13536.64,18298.74,0.01663118266599175,0.046166003613096564,0.03157392679562416
1871,24,286575.66,293111.44,579687.1,4754.13,12437.77,17191.9,0.01658944098741673,0.042433587716671856,0.02965720644809933
1871,25,286615.05,294454.73,581069.78,4700.67,10519.05,15219.72,0.016400639115077872,0.0357238275642575,0.026192585682222193
1871,26,284873.4,295797.83,580671.23,4643.8,8789.77,13433.57,0.016301276286238026,0.02971546478214529,0.02313455412626522
1871,27,283333.98,293903.18,577237.16,4594.07,7502.24,12096.31,0.01621432769906384,0.02552622942017844,0.020955528919863714
1871,28,281756.1,292081.02,573837.12,4551.46,6656.47,11207.93,0.016153900483432303,0.022789806746087094,0.019531552786267992
1871,29,279168.17,289316.09,568484.26,4515.99,6252.45,10768.44,0.0161765934848518,0.021611138184537193,0.01894237142115421
1871,30,278782.88,284725.01,563507.89,4486.81,6209.29,10696.1,0.016094280968759634,0.02180802452162527,0.01898127815033788
1871,31,276880.46,279715.07,556595.52,4460.6,6203.34,10663.94,0.016110201492730833,0.022177353547665486,0.019159227152960197
1871,32,273166.5,276002.01,549168.5,4436.48,6153.69,10590.17,0.016240937303805554,0.022295815889166893,0.019284008460062806
1871,33,271059.59,273916.08,544975.68,4414.49,6060.36,10474.85,0.016286049868222702,0.022124878539441714,0.019220765961519604
1871,34,266492.26,269406.26,535898.51,4394.62,5923.33,10317.95,0.01649061027138274,0.021986608625946553,0.019253552319076238
1871,35,259247.52,264555.33,523802.85,4376.9,5756.18,10133.08,0.016883093037881325,0.021757943791947038,0.019345217384746954
1871,36,252602.33,259329.42,511931.75,4361.55,5613.18,9974.73,0.01726646781128266,0.021644979578483613,0.019484491829233095
1871,37,247532.61,254386.07,501918.68,4348.6,5507.89,9856.49,0.01756778632116391,0.021651696572850865,0.019637623369586483
1871,38,243638.86,250603.96,494242.82,4338.05,5440.31,9778.36,0.017805246667136763,0.021708795024627706,0.01978452615659647
1871,39,240303.1,247400.03,487703.13,4329.9,5410.44,9740.34,0.018018494143438014,0.021869197024753796,0.01997186280104456
1871,40,236079.22,242807.63,478886.85,4322.26,5411.67,9733.93,0.018308515251787092,0.02228789103538468,0.020326158465199036
1871,41,233221.62,238744.87,471966.5,4307.53,5417.57,9725.1,0.018469685614909973,0.02269188024856827,0.02060548788950063
1871,42,229764.51,235265.64,465030.15,4283.79,5421.53,9705.32,0.018644263206706726,0.023044291550606368,0.020870302710480168
1871,43,227280.61,232807.85,460088.46,4251.07,5423.56,9674.63,0.018704059268408336,0.02329629348838538,0.02102776061803419
1871,44,223162.05,228662.98,451825.03,4209.36,5423.67,9633.03,0.018862346890970036,0.023719055878656,0.02132026638718975
1871,45,220363.3,224689.55,445052.85,4166.93,5425.54,9592.47,0.01890936467188502,0.024146828368297502,0.021553552572464146
1871,46,217549.66,220689.7,438239.35,4156.9,5444.03,9600.93,0.019107821175174438,0.024668255926760512,0.02190795965720559
1871,47,213982.27,217286.78,431269.05,4187.53,5482.86,9670.39,0.019569518540017358,0.025233288467894823,0.022423102237454785
1871,48,210896.55,214329.42,425225.97,4258.84,5542.03,9800.87,0.02019397662029085,0.025857532764284062,0.023048615774807924
1871,49,207610.32,211134.96,418745.28,4370.82,5621.53,9992.35,0.021052999677472678,0.026625292182782045,0.02386259732885825
1871,50,204724.49,206846.01,411570.49,4511.88,5715.24,10227.12,0.022038789790122325,0.027630409694632253,0.02484901189101289
1871,51,201785.91,202551.33,404337.23,4635.64,5798.65,10434.29,0.022973060904004645,0.02862805196095232,0.025805909586905963
1871,52,197336.39,198058.82,395395.21,4730.49,5865.63,10596.12,0.02397170638421023,0.029615596013345933,0.02679880719849894
1871,53,193059.28,193735.16,386794.44,4796.46,5916.18,10712.64,0.02484449335975976,0.030537461553184254,0.02769595136889765
1871,54,190533.04,191151.38,381684.42,4833.53,5950.31,10783.84,0.025368461029121245,0.03112878389891823,0.028253288410357437
1871,55,182407.93,186856.31,369264.23,4856.8,5979.73,10836.53,0.026626035392211294,0.03200175578764238,0.029346275971544825
1871,56,175446.41,183173.23,358619.64,4926.64,6051.35,10977.99,0.028080597374434735,0.03303621386159975,0.030611792482977226
1871,57,170276.19,177828.07,348104.26,5058.14,6176.88,11235.02,0.029705503746589586,0.034735123650613764,0.03227487075280262
1871,58,164861.61,172237.9,337099.51,5251.3,6356.33,11607.63,0.03185277639833798,0.03690436309314036,0.034433838245567304
1871,59,159561.5,166743.37,326304.87,5506.12,6589.69,12095.81,0.034507823002416,0.03951995212763182,0.03706904527658444
1871,60,156854.47,161407.12,318261.59,5799.99,6853.35,12653.34,0.036976886919448324,0.04246002282922835,0.0397576722971817
1871,61,153017.0,154902.48,307919.47,6042.49,7052.79,13095.28,0.0394890110249188,0.04553051700657084,0.0425282623407997
1871,62,146343.64,148124.75,294468.39,6210.99,7164.42,13375.41,0.042441133758870556,0.04836747403793087,0.04542222681354695
1871,63,140111.59,141808.03,281919.61,6305.51,7188.23,13493.74,0.04500348614986098,0.05068986572904228,0.04786378641769546
1871,64,132445.78,134011.33,266457.11,6326.03,7124.21,13450.24,0.047763167690205,0.053161251365836014,0.05047806755841494
1871,65,129504.64,127321.95,256826.59,6307.61,7017.78,13325.39,0.048705667997687184,0.05511838296538814,0.051884775637911947
1871,66,124821.03,119697.62,244518.65,6390.37,7050.57,13440.94,0.05119626075830331,0.05890317618679469,0.05496897680401884
1871,67,118311.33,113494.07,231805.4,6609.37,7267.97,13877.34,0.05586421858329206,0.0640383237644046,0.05986633615955453
1871,68,111757.5,107260.94,219018.44,6964.59,7670.01,14634.6,0.06231877055231193,0.07150795061091204,0.06681903131078826
1871,69,104580.2,100441.3,205021.49,7456.06,8256.66,15712.72,0.07129513999781986,0.0822038344784466,0.07663938058395732
1871,70,99787.27,93981.76,193769.03,8027.1,8940.66,16967.76,0.08044212453151589,0.09513186388507727,0.08756693471603795
1871,71,94148.02,87109.14,181257.16,8451.17,9372.94,17824.11,0.08976471305503822,0.10759996023379408,0.0983360326290007
1871,72,87430.14,80776.67,168206.81,8671.62,9466.21,18137.83,0.099183416611251,0.11718990149012085,0.10783053313953224
1871,73,80211.11,73824.11,154035.21,8688.45,9220.47,17908.92,0.10831978263360276,0.12489781454866167,0.11626510588066195
1871,74,72976.71,66657.46,139634.17,8501.65,8635.72,17137.37,0.11649812659408733,0.12955369136477746,0.12273048924915726
1871,75,68858.56,60085.28,128943.85,8143.23,7785.08,15928.31,0.1182602424448028,0.12956717518833233,0.12352903996584559
1871,76,61085.09,52029.99,113115.08,7741.12,6960.93,14702.05,0.12672683301276957,0.13378687945163933,0.1299742704509425
1871,77,52569.42,43709.62,96279.04,7327.31,6236.4,13563.71,0.13938350470672875,0.14267797340722704,0.1408791570834109
1871,78,44769.41,36154.2,80923.61,6901.78,5611.46,12513.24,0.1541628536091943,0.1552090766771219,0.15463027415608374
1871,79,38394.31,30089.87,68484.17,6464.57,5086.13,11550.7,0.1683731261220738,0.169031305219996,0.16866233466799702
1871,80,32748.48,22315.78,55064.25,6010.65,4642.15,10652.8,0.18353981619910298,0.20802096095229475,0.1934612747835483
1871,81,27274.53,18064.89,45339.42,5520.02,4206.5,9726.52,0.2023873555291329,0.2328550021616517,0.21452678485962107
1871,82,22354.58,14676.85,37031.43,4987.71,3760.92,8748.63,0.2231180366618384,0.2562484456814643,0.23624877570215352
1871,83,18000.91,11930.95,29931.86,4413.67,3305.42,7719.09,0.2451914930967379,0.27704583457310605,0.2578887513171584
1871,84,14238.87,9638.03,23876.89,3797.95,2840.0,6637.95,0.26673113807486126,0.29466602614849713,0.27800731167250003
1871,85,11075.65,7665.08,18740.74,3159.54,2374.07,5533.61,0.2852690361288051,0.3097254040401405,0.29527169151271504
1871,86,8507.33,5974.5,14481.83,2574.49,1945.28,4519.77,0.3026202110415371,0.3255971210979998,0.312099368657138
1871,87,6454.22,4535.9,10990.12,2061.81,1563.04,3624.85,0.3194514596651493,0.34459313476928505,0.3298280637518061
1871,88,4829.04,3339.43,8168.47,1621.54,1227.36,2848.9,0.33578930801981344,0.3675357770637504,0.34876788431615713
1871,89,3558.36,2388.73,5947.09,1253.63,938.25,2191.88,0.3523055564923167,0.3927819385196318,0.36856344867826113
1871,90,2574.51,1669.4,4243.91,954.16,695.2,1649.36,0.37061809820121105,0.41643704324907155,0.38864160644311496
1871,91,1834.52,1152.36,2986.88,707.41,496.32,1203.73,0.3856104049015546,0.4306987399770905,0.4030058120848511
1871,92,1291.63,797.49,2089.11,509.43,341.12,850.55,0.3944086154703746,0.4277420406525474,0.4071350958063481
1871,93,901.57,562.08,1463.65,360.22,229.6,589.82,0.39954745610435133,0.408482778252206,0.4029788542342773
1871,94,624.09,398.8,1022.89,259.78,161.76,421.54,0.41625406591997943,0.4056168505516549,0.4121068736618796
1871,95,428.23,281.06,709.29,201.03,130.54,331.57,0.4694439903790019,0.46445598804525723,0.4674674674674675
1871,96,290.03,198.64,488.66,155.64,107.68,263.32,0.5366341412957281,0.5420861860652437,0.5388613760078582
1871,97,187.06,137.31,324.37,116.53,86.11,202.64,0.6229552015396129,0.6271211128104289,0.6247186854517989
1871,98,112.42,89.59,202.01,83.69,65.83,149.52,0.7444404910158334,0.7347918294452506,0.7401613781495966
1872,0,380024.26,392582.06,772606.32,65375.0,81453.0,146828.0,0.17202849102317835,0.207480188982655,0.19004245266852077
1872,1,368223.55,373415.95,741639.51,17135.27,17352.0,34487.27,0.04653496496897062,0.04646828824532,0.04650139257009109
1872,2,372370.9,371039.25,743410.15,11487.54,11649.58,23137.12,0.03084972536790603,0.0313971635076343,0.031122954132385732
1872,3,347987.83,343696.96,691684.79,7418.88,7511.05,14929.93,0.021319366254848624,0.021853699258788904,0.021584875388108504
1872,4,346803.01,342053.71,688856.71,4929.3,4936.37,9865.67,0.014213544455683935,0.014431563978651188,0.01432180286085912
1872,5,348155.24,343050.2,691205.44,3782.46,3696.64,7479.1,0.010864291458028896,0.010775798993849879,0.010820372015590619
1872,6,339054.16,339100.69,678154.85,3032.99,2876.18,5909.17,0.008945443996322003,0.00848178751862758,0.008713599851125447
1872,7,332142.16,338672.14,670814.3,2444.56,2246.05,4690.61,0.0073599810394440746,0.006631930220182859,0.006992412058001744
1872,8,331083.02,337450.96,668533.98,2017.17,1806.28,3823.45,0.00609264105419843,0.005352718510565208,0.005719155816133684
1872,9,331275.6,337444.52,668720.12,1750.8,1556.84,3307.64,0.005285025519537207,0.004613617669654259,0.0049462247374880836
1872,10,328160.94,333998.14,662159.09,1626.48,1468.19,3094.67,0.0049563485526339605,0.004395802922734839,0.004673604948925492
1872,11,338637.02,343995.0,682632.02,1568.14,1422.1,2990.24,0.004630740017733442,0.004134071716158665,0.004380456691732685
1872,12,330378.6,334776.69,665155.29,1556.8,1389.0,2945.8,0.004712169613891457,0.004149034390656052,0.004428740241996723
1872,13,318199.58,322281.29,640480.87,1592.47,1368.9,2961.37,0.005004626341744385,0.004247531713677825,0.004623666589760909
1872,14,311050.82,315172.55,626223.38,1675.12,1361.8,3036.92,0.005385357929614202,0.004320807760701241,0.0048495793944965775
1872,15,306176.09,310733.7,616909.8,1797.27,1381.2,3178.47,0.005870053406195108,0.0044449636457197916,0.00515224429892344
1872,16,297398.95,301079.97,598478.92,1928.92,1481.09,3410.01,0.006485967754761743,0.004919257830402999,0.005697794669192359
1872,17,292506.37,295186.32,587692.69,2062.59,1674.99,3737.58,0.007051436178979624,0.005674348323458892,0.00635975240733384
1872,18,295130.89,298515.93,593646.82,2198.26,1962.9,4161.16,0.007448423985710205,0.006575528481846849,0.007009487560297216
1872,19,299247.45,303114.0,602361.45,2335.95,2344.82,4680.77,0.007806081555582177,0.007735769380497107,0.00777069980158923
1872,20,300892.65,304752.31,605644.96,2469.54,2782.04,5251.58,0.00820737894395227,0.009128856152066576,0.008671053747396825
1872,21,297326.27,300787.11,598113.37,2574.7,3119.79,5694.49,0.008659510644653094,0.01037208675597834,0.009520753565498795
1872,22,289769.21,293276.19,583045.4,2645.33,3319.37,5964.7,0.00912909277007036,0.01131823896102851,0.010230249651227845
1872,23,282354.01,285412.95,567766.95,2681.43,3380.77,6062.2,0.009496695301051327,0.011845187823467716,0.010677268199566742
1872,24,277701.53,280505.92,558207.46,2683.0,3304.02,5987.02,0.00966145199127999,0.011778788839821992,0.01072543888969166
1872,25,282783.47,285388.7,568172.17,2657.05,3119.18,5776.23,0.00939605840468681,0.010929584808368375,0.010166337432542673
1872,26,284606.7,290545.58,575152.28,2631.56,2946.62,5578.18,0.009246303758836316,0.01014167897511984,0.009698614078344608
1872,27,279536.4,288645.16,568181.55,2613.54,2816.43,5429.97,0.009349551614744983,0.009757412873300907,0.009556751710786807
1872,28,278069.33,287149.79,565219.11,2602.98,2728.62,5331.6,0.009360902908637928,0.009502427287166047,0.009432802086256426
1872,29,279362.97,288536.16,567899.14,2599.88,2683.16,5283.04,0.009306458905416135,0.00929921573781255,0.009302778658900593
1872,30,277723.79,286910.3,564634.09,2602.14,2671.69,5273.83,0.00936952502340545,0.009311934775433298,0.009340261407170793
1872,31,275123.25,281200.43,556323.68,2601.24,2660.57,5261.81,0.009454817068350274,0.009461472018374937,0.009458180892102238
1872,32,270847.92,274968.69,545816.6,2595.07,2641.43,5236.5,0.00958128089002862,0.009606293720205016,0.009593881900990187
1872,33,266635.48,270831.38,537466.86,2583.63,2614.26,5197.89,0.00968974571576146,0.009652721926092907,0.009671089302138555
1872,34,264361.58,268714.56,533076.14,2566.91,2579.04,5145.95,0.009709845129538111,0.009597693552593503,0.009653311438774955
1872,35,263056.87,267651.68,530708.55,2546.67,2542.15,5088.82,0.00968106250180807,0.009497978865666003,0.009588728125823485
1872,36,256788.83,262928.03,519716.85,2529.81,2528.99,5058.8,0.009851713565578379,0.009618563680715212,0.009733761758927002
1872,37,247684.15,254786.62,502470.77,2518.07,2545.91,5063.98,0.010166455948028973,0.009992322202790711,0.01007815837725247
1872,38,242219.88,249518.19,491738.07,2511.46,2592.92,5104.38,0.0103685131047047,0.01039170731400384,0.010380282332014684
1872,39,240180.6,247684.92,487865.52,2509.99,2670.02,5180.01,0.01045042771980751,0.010779905373326725,0.010617700549938434
1872,40,236944.11,244507.51,481451.62,2513.16,2768.95,5282.11,0.01060655189951757,0.011324601031682011,0.010971216588698984
1872,41,232677.78,238933.34,471611.13,2519.04,2856.75,5375.79,0.010826302365442889,0.011956263617291752,0.011398776784593697
1872,42,229784.21,233899.62,463683.83,2527.16,2925.18,5452.34,0.01099797066125649,0.012506134041602975,0.011758745177721639
1872,43,226471.66,230543.3,457014.96,2537.52,2974.23,5511.75,0.011204580740919194,0.012900960470332472,0.012060327303071217
1872,44,223522.97,227582.9,451105.87,2550.11,3003.91,5554.02,0.011408715623275764,0.013199190273082907,0.012312010038796437
1872,45,221010.67,225164.66,446175.33,2566.15,3021.02,5587.17,0.011610977877221946,0.01341693674309281,0.012522364246360282
1872,46,218330.47,221356.14,439686.61,2590.47,3052.81,5643.28,0.011864903693927833,0.013791395169792895,0.012834777934220012
1872,47,214026.24,216262.65,430288.89,2624.3,3106.1,5730.4,0.012261580636093969,0.014362628035862874,0.01331756439261074
1872,48,210176.04,212652.64,422828.68,2667.62,3180.89,5848.51,0.012692312596621383,0.014958149590806866,0.013831866844983175
1872,49,207672.87,210332.56,418005.43,2720.45,3277.18,5997.63,0.013099688948296424,0.01558094476670659,0.014348210739750438
1872,50,204746.76,207484.48,412231.24,2783.16,3389.66,6172.82,0.013593182133871128,0.016336932767212275,0.014974168381804348
1872,51,201894.58,203270.0,405164.57,2857.38,3497.08,6354.46,0.014152831641146583,0.01720411275643233,0.015683651707255646
1872,52,197882.93,197907.97,395790.9,2943.5,3594.16,6537.66,0.01487495662207953,0.01816076431889024,0.016517964409995277
1872,53,193137.43,193102.27,386239.7,3041.52,3680.87,6722.39,0.015747957296521963,0.019061764525088183,0.0174047100802947
1872,54,189343.27,189238.0,378581.27,3151.44,3757.22,6908.66,0.016644056057550923,0.019854468975575728,0.018248816165680883
1872,55,185159.96,185030.25,370190.2,3274.89,3832.07,7106.96,0.017686815227222992,0.02071050544438004,0.01919813112286603
1872,56,178820.76,182083.4,360904.16,3418.43,3940.8,7359.23,0.01911651644920869,0.02164282960445598,0.020391092194670186
1872,57,172025.14,178134.2,350159.34,3583.68,4092.26,7675.94,0.020832303929530296,0.02297290469769421,0.021921277324774485
1872,58,166436.04,172395.24,338831.28,3770.65,4286.46,8057.11,0.02265524942794842,0.02486414358076244,0.023779120983163062
1872,59,160895.08,166669.94,327565.02,3979.35,4523.41,8502.76,0.024732577279553858,0.02713992697183427,0.025957472504237477
1872,60,155553.01,161090.44,316643.45,4198.64,4784.42,8983.06,0.02699169884272892,0.029700210639439558,0.02836963783713195
1872,61,151984.15,154770.18,306754.34,4384.09,4994.9,9378.99,0.028845705292295284,0.03227301279871872,0.030574921939164737
1872,62,148348.35,148160.83,296509.18,4524.57,5136.19,9660.76,0.03049963144180572,0.0346663149767722,0.032581655650594024
1872,63,141249.74,141058.74,282308.48,4620.08,5208.29,9828.37,0.03270859118041563,0.03692284505022518,0.03481429250726015
1872,64,134212.37,134015.97,268228.34,4670.63,5211.19,9881.82,0.03480029448850356,0.03888484335113195,0.03684107354204257
1872,65,128200.18,128017.83,256218.01,4696.98,5174.68,9871.66,0.036637858074770255,0.040421556903440715,0.03852836106251859
1872,66,124153.67,120936.7,245090.37,4782.23,5217.86,10000.09,0.038518635816403975,0.04314538101337311,0.04080164389975828
1872,67,119079.11,113549.82,232628.93,4947.13,5370.52,10317.65,0.04154490237624383,0.047296596331020166,0.04435239417556535
1872,68,112006.66,106785.56,218792.22,5191.71,5632.66,10824.37,0.04635179729491085,0.052747393936034045,0.04947328565887764
1872,69,105015.55,100078.8,205094.35,5515.95,6004.26,11520.21,0.05252507842886125,0.05999532368493627,0.056170294306010865
1872,70,98243.73,93581.05,191824.78,5885.39,6437.18,12322.57,0.059906011304741796,0.06878721707012264,0.06423867656722974
1872,71,92273.53,86313.05,178586.58,6162.19,6738.78,12900.97,0.06678177371126909,0.07807370959547831,0.07223930263964963
1872,72,86545.49,79412.53,165958.02,6311.9,6860.88,13172.78,0.07293158776962265,0.0863954340706687,0.07937416944357376
1872,73,80086.93,73368.13,153455.06,6334.51,6803.51,13138.02,0.07909542793062489,0.09273113543987015,0.08561477216847721
1872,74,73395.95,66925.71,140321.66,6230.0,6566.66,12796.66,0.08488206774351992,0.09811864528594466,0.09119518683003038
1872,75,66480.77,60009.57,126490.34,6016.25,6175.99,12192.24,0.0904960938328482,0.10291675144481122,0.09638870446549515
1872,76,60525.42,53310.51,113835.93,5764.59,5734.22,11498.81,0.09524246176234713,0.10756265509371417,0.10101213210978291
1872,77,54372.42,46190.25,100562.67,5492.86,5267.03,10759.89,0.10102290830535039,0.11402904292572566,0.10699686076354177
1872,78,46920.22,38450.17,85370.39,5201.07,4774.4,9975.47,0.11084922449212727,0.12417110249447531,0.11684929634267806
1872,79,39858.81,31304.21,71163.01,4889.21,4256.35,9145.56,0.12266322050256895,0.13596733474507106,0.1285156431691127
1872,80,33312.45,23216.9,56529.35,4554.94,3724.73,8279.67,0.13673386376564917,0.16043184059887408,0.1464667469199628
1872,81,27692.64,18369.71,46062.35,4188.84,3227.0,7415.84,0.15126185152444838,0.17566962134949327,0.1609956938801429
1872,82,22663.18,14576.63,37239.82,3788.57,2775.04,6563.61,0.16716850856764143,0.19037596481491265,0.17625246308924156
1872,83,18225.51,11628.06,29853.57,3354.13,2368.84,5722.97,0.18403490492172786,0.20371755907692257,0.1917013610097553
