Year,Age,E_F,E_M,E_Tot,D_F,D_M,D_Tot,m_F,m_M,m_Tot
1937,20,168534.36,169514.21,338048.58,646.02,718.04,1364.06,0.0038331649403718034,0.004235869075518802,0.0040351005172096855
1937,21,165256.68,166494.42,331751.1,684.02,766.04,1450.06,0.004139136765908646,0.004600995036350167,0.004370927481476324
1937,22,277611.53,278244.34,555855.87,1084.03,1170.07,2254.1,0.0039048450185048145,0.004205188863859728,0.004055187903295867
1937,23,317405.46,318495.46,635900.92,1277.04,1440.08,2717.12,0.004023371242574088,0.0045215087210348295,0.004272866911405003
1937,24,321137.56,323993.4,645130.96,1278.04,1506.09,2784.13,0.003979727565968926,0.004648520618012589,0.004315604385193357
1937,25,309813.21,311099.33,620912.54,1323.04,1395.08,2718.12,0.004270444116956794,0.004484355527220196,0.004377621363549848
1937,26,316821.61,315443.79,632265.4,1272.04,1583.09,2855.13,0.004015003900775581,0.0050186120322736425,0.004515714445231385
1937,27,324613.41,325174.05,649787.46,1330.04,1693.1,3023.14,0.004097304544504184,0.005206750046628875,0.004652505913241231
1937,28,325647.85,330558.88,656206.73,1354.04,1599.1,2953.14,0.0041579884528640376,0.004837564793297944,0.004500319586786317
1937,29,324974.69,331492.1,656466.79,1197.04,1730.1,2927.14,0.003683486858622744,0.005219128902317733,0.004458930816591651
1937,30,327764.61,335727.24,663491.85,1340.04,1832.1,3172.14,0.004088421870805393,0.005457108574210422,0.004780978093400846
1937,31,327662.69,336866.89,664529.58,1288.04,1929.11,3217.15,0.003930993791206439,0.00572662394929938,0.00484124423776591
1937,32,328685.39,336860.89,665546.28,1328.04,2048.12,3376.16,0.004040459480112578,0.006080017184541666,0.005072765187719177
1937,33,327678.75,335108.49,662787.24,1318.04,2229.13,3547.17,0.004022354211251111,0.006651965159104146,0.005351898446324947
1937,34,330545.38,339751.32,670296.71,1393.04,2254.12,3647.16,0.004214368387178789,0.006634617343061389,0.005441112787201358
1937,35,332406.19,341584.38,673990.57,1450.05,2449.14,3899.19,0.004362283385877982,0.007169941435846685,0.0057852293096623
1937,36,331270.02,338695.39,669965.41,1453.04,2442.14,3895.18,0.004386270752783484,0.007210431768793782,0.005814001651219575
1937,37,326344.75,330129.69,656474.44,1476.05,2534.14,4010.19,0.004522977617994467,0.007676195376429184,0.0061086765236434805
1937,38,315241.55,309329.3,624570.85,1533.06,2534.14,4067.2,0.004863127972819573,0.008192369749648674,0.0065119913937706185
1937,39,316252.96,298007.55,614260.5,1574.06,2568.15,4142.21,0.004977218236945513,0.008617734684909829,0.006743409351569896
1937,40,317521.04,285850.88,603371.92,1703.06,2578.15,4281.21,0.00536361306954651,0.009019213094603733,0.007095474380047384
1937,41,307245.91,257940.23,565186.13,1608.06,2315.13,3923.19,0.005233788140580944,0.008975451405932297,0.006941412380378124
1937,42,299597.15,237651.34,537248.49,1669.06,2329.14,3998.2,0.005571014277004971,0.009800660076227636,0.007441993927242122
1937,43,297089.79,234357.78,531447.57,1777.06,2482.14,4259.2,0.005981558639224862,0.01059124215974396,0.008014337143361104
1937,44,290491.88,228165.5,518657.38,1864.06,2433.14,4297.2,0.006416909140455148,0.010663925966020279,0.008285238320526741
1937,45,282787.77,225217.15,508004.93,1904.06,2607.15,4511.21,0.006733176615099019,0.011576161051678347,0.008880248465305248
1937,46,280477.9,226104.07,506581.97,1933.06,2660.15,4593.21,0.006892022508725285,0.011765157522374541,0.00906706174323575
1937,47,282458.07,226491.42,508949.49,2114.07,2922.17,5036.24,0.00748454452018312,0.012901901537815428,0.00989536309388973
1937,48,278903.31,223777.46,502680.77,2207.08,3029.17,5236.25,0.007913423472815722,0.013536528656639504,0.01041665071054936
1937,49,277848.19,223898.13,501746.32,2384.08,3314.19,5698.27,0.008580512977248475,0.014802222778725307,0.011356874525756363
1937,50,272134.96,221725.78,493860.74,2509.08,3456.2,5965.28,0.00921998408436755,0.015587722816895716,0.012078870654913771
1937,51,273065.93,222548.09,495614.02,2628.08,3473.2,6101.28,0.009624342370357225,0.01560651452906201,0.01231054763140074
1937,52,269517.93,217748.26,487266.19,2820.1,3793.22,6613.32,0.01046349680705844,0.017420208088000336,0.013572294026802885
1937,53,260628.18,210896.08,471524.27,2827.1,3941.22,6768.32,0.010847253739023923,0.018687971820054692,0.014354128579638116
1937,54,259030.58,208930.9,467961.47,3006.1,4039.23,7045.33,0.011605193487193674,0.019332851196256752,0.015055363425540142
1937,55,255671.34,207393.22,463064.56,3132.1,4291.25,7423.35,0.012250493152654498,0.02069137072079791,0.01603091802145256
1937,56,249468.89,201851.84,451320.74,3205.1,4321.24,7526.34,0.012847694155371436,0.02140797923863364,0.016676255560513352
1937,57,248992.17,204737.02,453729.2,3413.11,4786.27,8199.38,0.013707700125670618,0.023377648067750525,0.018071087335794125
1937,58,241806.32,204352.25,446158.57,3556.12,5292.3,8848.42,0.014706480790080259,0.02589792869909678,0.019832455532569956
1937,59,239493.27,203350.3,442843.57,3970.13,5646.32,9616.45,0.01657720903806608,0.02776646997816084,0.02171523005290559
1937,60,236626.57,202956.58,439583.15,4260.14,6033.34,10293.48,0.01800364177192781,0.029727245108288683,0.023416457159470282
1937,61,238113.69,202389.09,440502.79,4551.16,6293.36,10844.52,0.01911339075044362,0.031095352027127546,0.02461850468642889
1937,62,227312.5,193783.03,421095.53,4759.16,6421.37,11180.53,0.0209366400879846,0.03313690574453294,0.026551053629089817
1937,63,213199.98,182115.04,395315.02,4862.16,6455.37,11317.53,0.022805630657188616,0.03544666052842203,0.02862914239888988
1937,64,212372.57,180413.45,392786.02,5420.18,7184.41,12604.59,0.025522034225041398,0.03982192015063178,0.03209022052261432
1937,65,185492.52,155512.24,341004.76,5048.16,6685.38,11733.54,0.02721489793766347,0.04298941356641767,0.03440872790162812
1937,66,185603.91,149135.22,334739.13,5299.17,6753.39,12052.56,0.02855096102231898,0.04528366941088765,0.03600582937525111
1937,67,185565.6,148702.61,334268.21,5984.2,7395.43,13379.63,0.03224843397698711,0.04973302082592902,0.04002663011238789
1937,68,167055.64,134877.16,301932.8,5885.2,7081.4,12966.6,0.035228981194528955,0.05250258828106997,0.04294531763359264
1937,69,160560.47,127423.36,287983.83,6557.21,7608.43,14165.64,0.040839504269014656,0.05970985225942873,0.049189011758056
1937,70,158357.5,124440.07,282797.57,6989.23,7932.46,14921.69,0.04413576875108536,0.06374522290127288,0.052764562298042376
1937,71,152108.3,115573.7,267682.0,7436.25,7894.45,15330.7,0.048887864764776155,0.06830663031468232,0.05727206162536144
1937,72,141652.42,105835.39,247487.81,7526.25,7965.45,15491.7,0.053131813773460414,0.07526263190412961,0.06259581027445352
1937,73,133279.1,98491.35,231770.45,8079.27,8096.47,16175.74,0.06061918185221839,0.08220488398219741,0.06979207228531506
1937,74,124964.44,90684.58,215649.02,8241.27,8045.46,16286.73,0.0659489211490885,0.08871916261838561,0.07552424768728372
1937,75,112405.04,80897.88,193302.92,8174.27,7925.45,16099.72,0.07272156123960279,0.09796857470183395,0.08328751578093077
1937,76,106112.22,74211.06,180323.29,8490.28,7894.45,16384.73,0.08001227379843717,0.10637834845641607,0.09086308263341912
1937,77,95351.17,65612.33,160963.5,8607.29,7692.44,16299.73,0.09026936953159569,0.11724076861772778,0.10126351626300373
1937,78,82223.0,55815.34,138038.34,8160.27,7122.41,15282.68,0.09924558821740875,0.1276066758708269,0.11071329892839918
1937,79,69909.83,44894.67,114804.5,7907.27,6426.36,14333.63,0.1131066975845886,0.14314305016608875,0.12485251013679777
1937,80,63712.43,39828.35,103540.78,7429.25,5821.33,13250.58,0.11660597468971125,0.14616046107860356,0.12797450434505128
1937,81,54942.75,33307.75,88250.5,6892.23,5571.32,12463.55,0.1254438483694391,0.16726797817324796,0.14122922816301323
1937,82,46274.23,26715.47,72989.69,6468.22,4817.28,11285.5,0.1397801757047065,0.1803179955284335,0.1546177275174069
1937,83,39498.41,22277.73,61776.14,6100.2,4445.26,10545.46,0.15444165980352118,0.19953828329906145,0.1707044175955312
1937,84,33846.97,18500.9,52347.87,5702.19,3886.22,9588.41,0.1684697330366647,0.21005572701868555,0.1831671470109481
1937,85,27987.96,14834.71,42822.66,5197.18,3317.19,8514.37,0.18569341959899902,0.22361003349576772,0.19882861083361006
1937,86,22628.9,11333.54,33962.44,4561.15,2904.17,7465.32,0.20156304548608192,0.25624562140337437,0.21981106186716853
1937,87,17631.48,8155.3,25786.78,3882.12,2201.13,6083.25,0.2201811759421217,0.26990178166345813,0.23590576256515935
1937,88,12959.59,5716.41,18676.0,3238.11,1729.1,4967.21,0.2498620712537974,0.30248005304028225,0.26596755193831656
1937,89,9144.88,3900.62,13045.5,2428.08,1181.06,3609.14,0.26551250535818954,0.30278776194553686,0.27665785136637155
1937,90,6434.34,2735.89,9170.23,1748.06,934.06,2682.12,0.2716766599216081,0.34140992510663803,0.29248121366639657
1937,91,4851.33,1998.44,6849.76,1503.05,730.04,2233.09,0.30982225492803006,0.3653049378515242,0.32600996239284297
1937,92,3443.44,1357.49,4800.93,1201.04,531.03,1732.07,0.34879074413958133,0.39118520210093627,0.36077801592608094
1937,93,2257.19,839.82,3097.01,869.02,376.02,1245.04,0.38500081960313487,0.4477388011716796,0.40201355500950914
1937,94,1468.18,501.96,1970.14,564.02,237.02,801.04,0.3841627048454549,0.4721890190453423,0.4065903945912473
1937,95,919.52,322.8,1242.33,396.02,144.0,540.02,0.4306812249869497,0.44609665427509293,0.43468321621469336
1937,96,603.81,203.71,807.52,231.0,84.0,315.0,0.38257067620609136,0.41235089097246086,0.39008321775312066
1937,97,357.46,98.75,456.21,173.0,56.0,229.0,0.4839702344318246,0.5670886075949367,0.501961815830429
1937,98,164.96,43.92,208.88,116.0,27.0,143.0,0.7032007759456838,0.6147540983606558,0.684603600153198
1938,0,291431.74,300179.09,591610.83,18571.51,24915.49,43487.0,0.06372507675382234,0.08300208385600742,0.07350609183405246
1938,1,286848.26,292127.69,578975.94,3303.45,3763.38,7066.83,0.011516367573573567,0.012882654157159838,0.012205740362889692
1938,2,292065.14,294194.3,586259.45,1261.17,1518.15,2779.32,0.0043181120485656045,0.005160365105646167,0.004740767931331428
1938,3,302186.4,302897.67,605084.08,843.11,1003.1,1846.21,0.002790032906841605,0.003311679485682409,0.003051162740887184
1938,4,305923.63,307785.74,613709.37,696.1,788.08,1484.18,0.00227540448575352,0.0025604824966874687,0.002418375981451937
1938,5,315549.77,318315.9,633865.67,584.08,730.07,1314.15,0.0018509916834989295,0.0022935392168597296,0.0020732310680273945
1938,6,326759.7,329384.75,656144.45,590.08,630.06,1220.14,0.0018058530473617157,0.0019128390127351068,0.0018595600404758437
1938,7,334663.41,336443.65,671107.06,519.07,543.06,1062.13,0.0015510210691990502,0.0016141187387546173,0.001582653593302982
1938,8,329689.28,332932.97,662622.25,472.06,507.06,979.12,0.0014318330277526767,0.0015230092712055525,0.001477644313936032
1938,9,328886.75,333296.67,662183.43,397.06,402.04,799.1,0.0012072848784574022,0.001206252675731804,0.0012067653218081884
1938,10,334301.5,337190.93,671492.43,388.05,456.04,844.09,0.0011607785187921682,0.0013524681698881995,0.0012570357643495698
1938,11,336978.57,339566.45,676545.02,421.06,422.04,843.1,0.0012495156591114979,0.0012428789711115453,0.0012461846219782979
1938,12,340773.7,344863.96,685637.66,427.06,454.04,881.1,0.0012532070403320445,0.001316577122178844,0.0012850811024586952
1938,13,341578.09,345911.53,687489.62,476.06,437.04,913.1,0.0013937076584742305,0.0012634444419935928,0.0013281655074297704
1938,14,338665.78,341897.6,680563.38,565.08,583.06,1148.14,0.001668547675528363,0.0017053644132044214,0.0016870434609631804
1938,15,343272.06,346295.35,689567.41,648.09,725.08,1373.17,0.001887977716566854,0.002093819625357372,0.001991349910228501
1938,16,356095.85,359641.83,715737.68,784.1,826.08,1610.18,0.00220193523738061,0.0022969519424367296,0.0022496789605934956
1938,17,364795.04,368462.89,733257.92,913.12,971.1,1884.22,0.0025031042088730156,0.0026355435685802716,0.00256965516308368
1938,18,309291.02,312411.0,621702.02,903.12,1022.1,1925.22,0.002919968384468453,0.0032716517664230773,0.0030966925280377887
1938,19,194156.58,195993.54,390150.12,656.09,769.07,1425.16,0.003379179835161909,0.003923955860994194,0.0036528503438625114
1938,20,186202.59,186615.38,372817.96,733.1,864.08,1597.18,0.003937109575113859,0.00463027216727796,0.0042840747264428995
1938,21,168234.32,167932.35,336166.67,684.09,825.09,1509.18,0.004066292775457469,0.004913228451814079,0.004489380223208922
1938,22,164784.17,165205.15,329989.32,704.1,750.07,1454.17,0.004272861889585632,0.004540233763899007,0.004406718375006803
1938,23,276414.48,276494.01,552908.49,1121.15,1290.12,2411.27,0.004056046557329414,0.004665996200062345,0.0043610652460771586
1938,24,315810.36,316792.9,632603.26,1214.17,1509.15,2723.32,0.003844617383672911,0.004763837825910871,0.004304941457304536
1938,25,319341.3,322271.83,641613.14,1293.17,1492.15,2785.32,0.004049491875933367,0.004630097517366007,0.00434112056994344
1938,26,308088.7,309336.26,617424.96,1275.18,1489.15,2764.33,0.004139002826134162,0.004814016953589599,0.0044771918517839
1938,27,315233.58,313386.67,628620.26,1229.17,1547.15,2776.32,0.0038992356080846465,0.004936872394732042,0.004416529623146413
1938,28,323108.42,322743.38,645851.8,1245.17,1678.17,2923.34,0.003853721917862741,0.005199703863794201,0.004526332511576185
1938,29,324369.0,327849.66,652218.66,1264.17,1763.17,3027.34,0.003897320644081278,0.005377983311009077,0.004641602863677651
1938,30,323764.59,328398.26,652162.85,1283.18,1818.18,3101.36,0.00396331173832197,0.005536509237290112,0.004755499335787066
1938,31,326680.95,332500.41,659181.36,1238.17,1956.2,3194.37,0.003790150604129197,0.00588330101607995,0.004845965304601453
1938,32,326478.52,333734.87,660213.39,1322.17,2103.21,3425.38,0.004049791698394124,0.006302038501400827,0.005188292227759877
1938,33,327490.72,333881.6,661372.33,1388.19,2111.21,3499.4,0.004238868203654748,0.006323229552032817,0.005291119451580323
1938,34,326375.08,332123.67,658498.76,1385.19,2262.22,3647.41,0.004244165945512752,0.006811378424187592,0.005538977780307437
1938,35,329256.39,336812.16,666068.55,1344.19,2442.24,3786.43,0.004082502392740199,0.007251044617866529,0.005684745211284934
1938,36,331185.03,338790.66,669975.7,1475.2,2656.26,4131.46,0.004454307611669525,0.007840416852105665,0.006166581862595912
1938,37,330282.97,335403.75,665686.72,1495.2,2631.27,4126.47,0.00452702723364756,0.0078450822329804,0.0061988167647388254
1938,38,325441.81,326656.09,652097.9,1521.2,2720.27,4241.47,0.004674261122134246,0.0083276267710178,0.006504345436475106
1938,39,314505.15,305771.18,620276.33,1570.21,2801.28,4371.49,0.0049926368455333716,0.009161360465692025,0.007047649230787188
1938,40,315591.23,294319.08,609910.32,1591.21,2740.28,4331.49,0.00504199688945729,0.009310575447572071,0.0071018473666751535
1938,41,316656.85,282289.77,598946.62,1765.24,2775.28,4540.52,0.005574614918325627,0.009831316239338039,0.007580842513144161
1938,42,306332.87,254672.53,561005.39,1721.23,2583.26,4304.49,0.0056188224267281536,0.010143457560970555,0.007672813981341605
1938,43,298496.2,234375.17,532871.37,1844.25,2530.25,4374.5,0.0061784706136962545,0.010795725502833768,0.008209298240211329
1938,44,295820.98,231183.01,527003.99,1857.25,2638.26,4495.51,0.0062782903362702674,0.011411997793436464,0.008530314922283606
1938,45,288911.29,224887.8,513799.09,2014.27,2683.27,4697.54,0.006971932457191272,0.01193159433281841,0.009142756558794216
1938,46,281307.05,221916.88,503223.92,2153.29,2724.27,4877.56,0.007654589531261304,0.012276082828850152,0.009692623514398918
1938,47,278963.66,222797.16,501760.82,2115.29,2866.28,4981.57,0.007582672237667086,0.012864975478143439,0.009928176536382413
1938,48,280751.43,222995.34,503746.77,2214.29,3077.3,5291.59,0.007887012365351087,0.01379983994284365,0.01050446437601972
1938,49,277071.5,220212.33,497283.83,2469.33,3273.33,5742.66,0.008912248282483042,0.014864426528705274,0.011548052949962197
1938,50,275898.07,219997.52,495895.59,2556.34,3532.35,6088.69,0.009265523314461751,0.016056317362122992,0.01227816928156187
1938,51,270025.51,217903.42,487928.93,2648.35,3656.36,6304.71,0.009807777050397941,0.01677972745907338,0.012921369511744262
1938,52,270663.87,218532.32,489196.19,2774.38,3890.39,6664.77,0.01025027832492013,0.01780235527632709,0.013623920497009596
1938,53,266931.96,213683.75,480615.71,2884.39,3902.39,6786.78,0.010805712436982067,0.018262455614898185,0.014121011566600682
1938,54,257944.03,206724.86,464668.89,3022.41,4190.42,7212.83,0.011717309371339201,0.020270518020909532,0.015522515398007385
1938,55,256062.69,204542.19,460604.88,3184.43,4536.45,7720.88,0.012436134291957958,0.022178553969721355,0.016762479806987717
1938,56,252679.73,202814.63,455494.37,3277.45,4765.47,8042.92,0.012970767382092737,0.02349667772980677,0.017657561826724663
1938,57,246357.22,197158.51,443515.72,3467.47,4808.48,8275.95,0.014074968048429837,0.024388904136067976,0.018659879744510523
1938,58,245768.99,199643.96,445412.95,3697.5,5105.51,8803.01,0.01504461567751082,0.02557307518845048,0.019763704670014644
1938,59,238292.39,198797.87,437090.26,3991.54,5596.56,9588.1,0.01675059786844221,0.028152011890268242,0.02193620146099801
1938,60,235401.77,197471.8,432873.57,4282.58,5821.59,10104.17,0.0181926414571989,0.029480614447227403,0.023342081153164423
1938,61,232542.88,196805.62,429348.5,4475.61,6287.63,10763.24,0.0192463858708553,0.03194842708251929,0.02506877280344522
1938,62,233574.25,195902.92,429477.17,4961.67,6737.67,11699.34,0.02124236725580838,0.034392902362047485,0.027240889195577035
1938,63,222448.7,187078.29,409526.99,5376.73,6746.68,12123.41,0.0241706514805436,0.0360634042571161,0.029603445672774828
1938,64,208098.53,175292.79,383391.32,5448.74,7122.71,12571.45,0.02618346222820507,0.04063321714486945,0.03279012680829602
1938,65,206858.28,173005.39,379863.67,5915.8,7445.74,13361.54,0.02859832345120534,0.04303761865454018,0.03517456670705046
1938,66,180312.04,148821.22,329133.27,5331.72,6861.69,12193.41,0.02956940645782722,0.0461069328688476,0.03704702961204742
1938,67,180148.72,142287.53,322436.25,5731.77,6904.69,12636.46,0.03181687885431548,0.04852631850450984,0.03919056867830462
1938,68,179361.13,141068.99,320430.13,6444.87,7655.77,14100.64,0.03593236728604464,0.05426968747702809,0.04400534993385297
1938,69,160752.23,127264.53,288016.77,6772.92,7569.76,14342.68,0.042132665904541414,0.059480516684421024,0.04979807252195766
1938,70,153349.42,119519.69,272869.11,6932.94,7918.79,14851.73,0.04521008295955732,0.06625510825873125,0.054428036944159784
1938,71,151332.6,116189.48,267522.08,7550.02,8181.82,15731.84,0.04989024175888077,0.07041790702566188,0.05880576287385325
1938,72,144688.21,107375.37,252063.58,7791.05,8271.82,16062.87,0.05384716557071237,0.07703647493834015,0.06372546958192057
1938,73,133933.26,97770.45,231703.71,8203.11,8292.83,16495.94,0.06124774383898369,0.08481939072592998,0.07119411251550525
1938,74,125048.32,90170.97,215219.29,8607.17,8307.83,16915.0,0.06883075278420374,0.09213419795750229,0.07859425611895662
1938,75,116592.41,82552.53,199144.94,8796.19,8295.83,17092.02,0.0754439332714711,0.1004915294540337,0.08582703632841487
1938,76,103702.08,72882.36,176584.43,8661.17,8107.81,16768.98,0.08351973268038597,0.11124516275268803,0.09496295907855523
1938,77,97098.77,66282.03,163380.8,9014.22,7853.79,16868.01,0.09283557350932457,0.11849048678804798,0.10324352677915642
1938,78,86212.28,57868.27,144080.55,8990.22,7616.76,16606.98,0.10428003992006707,0.13162238995567002,0.11526177544436082
1938,79,73686.29,48703.76,122390.05,8439.14,7097.71,15536.85,0.11452795357182456,0.1457322802182008,0.12694536851647661
1938,80,64718.69,40314.61,105033.3,7982.08,6228.62,14210.7,0.12333500569928099,0.15450031638654074,0.13529709149384053
1938,81,56215.78,33907.89,90123.66,7456.0,5878.58,13334.58,0.1326317984025126,0.17336908902323322,0.14795870473968767
1938,82,47868.96,27815.99,75684.95,7065.96,5350.53,12416.49,0.14761047660112106,0.19235446949758034,0.16405494090965245
1938,83,39652.65,21947.75,61600.4,6498.88,4451.44,10950.32,0.16389522516149613,0.20281987903088014,0.17776378075467042
1938,84,33395.05,18060.56,51455.62,6024.81,3915.39,9940.2,0.18041027038438331,0.21679228108098528,0.19318006468486826
1938,85,28225.49,14801.94,43027.43,5379.72,3591.36,8971.08,0.19059793116080537,0.24262765556406796,0.20849676590026409
1938,86,22972.86,11563.78,34536.64,4794.65,2999.3,7793.95,0.20870932047642302,0.25937020593612126,0.22567192407831219
1938,87,18221.52,8659.99,26881.51,4245.58,2366.23,6611.81,0.23299812529360886,0.27323703607048044,0.24596125738472283
1938,88,13832.98,6078.3,19911.29,3476.47,1901.19,5377.66,0.2513175035314155,0.31278317950742807,0.27008094402723276
1938,89,9916.33,4154.12,14070.45,2858.39,1418.14,4276.53,0.2882507943967173,0.3413815681780979,0.3039369742971973
1938,90,6852.67,2788.2,9640.87,2100.28,930.09,3030.37,0.3064907546985336,0.3335808048203142,0.3143253669015348
1938,91,4720.02,1905.99,6626.01,1552.21,698.07,2250.28,0.32885665738704495,0.36625060991925457,0.33961313067743637
1938,92,3434.04,1370.21,4804.25,1206.17,506.05,1712.22,0.35123935655962074,0.3693229504966392,0.35639694020918977
1938,93,2386.35,900.13,3286.47,931.13,371.04,1302.17,0.3901900391811763,0.41220712563740797,0.3962214777557684
1938,94,1508.97,522.79,2031.76,581.08,260.02,841.1,0.38508386515305143,0.4973698808316915,0.4139760601645864
1938,95,954.8,315.94,1270.74,425.06,155.02,580.08,0.44518223711772104,0.4906627840729253,0.456489919259644
1938,96,599.49,202.63,802.12,294.04,105.01,399.05,0.4904835777077183,0.5182352070275873,0.4974941405276019
1938,97,380.96,121.87,502.83,155.02,62.0,217.02,0.4069193616127678,0.508738820054156,0.4315971600739813
1938,98,212.61,54.92,267.53,105.02,34.0,139.02,0.49395606979916273,0.6190823015294974,0.5196426568982919
1939,0,275867.2,283437.68,559304.88,17101.98,23038.92,40140.9,0.06199352442044578,0.08128389986821793,0.07176926473446826
1939,1,270706.94,276832.91,547539.85,2703.16,3230.41,5933.57,0.009985558552728644,0.011669168958271617,0.010836782016870553
1939,2,273117.93,276969.86,550087.8,1082.06,1259.16,2341.22,0.003961878299238721,0.004546198636920277,0.004256084210556932
1939,3,278891.12,279575.56,558466.68,712.04,816.1,1528.14,0.0025531110492151917,0.0029190677468373845,0.002736313650798289
1939,4,288213.51,288538.67,576752.19,589.04,695.09,1284.13,0.002043762625839434,0.0024090011921105757,0.002226484827045044
1939,5,292226.33,293610.43,585836.77,522.02,579.08,1101.1,0.0017863551172818683,0.0019722732601835705,0.0018795337820806295
1939,6,301316.86,303506.99,604823.85,485.02,534.06,1019.08,0.0016096676435563546,0.001759629984139739,0.001684920328455963
1939,7,311946.91,314193.16,626140.06,410.02,477.06,887.08,0.001314390323661164,0.0015183653266035455,0.001416743723441046
1939,8,319652.44,320865.88,640518.32,378.02,432.06,810.08,0.0011825969481102662,0.0013465439204692004,0.0012647257302492146
1939,9,314659.78,317489.29,632149.07,381.02,397.05,778.07,0.0012108951452263774,0.001250593366472299,0.0012308331008064287
1939,10,313956.21,317574.59,631530.79,331.02,380.05,711.07,0.001054350859949545,0.001196726728042064,0.001125946685829839
1939,11,318672.46,320997.16,639669.62,329.02,386.05,715.07,0.0010324707695167632,0.0012026586154220181,0.0011178739424892495
1939,12,321235.18,323135.22,644370.41,348.02,366.04,714.06,0.0010833807181392773,0.001132776550943596,0.001108151443515229
1939,13,324934.38,327733.76,652668.14,433.02,439.06,872.08,0.0013326383006932044,0.0013396849930870716,0.0013361767589881131
1939,14,325582.99,328603.9,654186.89,512.02,487.06,999.08,0.0015726251546495104,0.0014822100407207582,0.001527208837829202
1939,15,322767.54,324495.71,647263.25,594.04,579.07,1173.11,0.0018404576866682444,0.0017845228215805998,0.0018124155820680378
1939,16,326974.05,328585.47,655559.52,683.04,770.1,1453.14,0.002088973115756434,0.002343682451935565,0.002216640832246628
1939,17,339229.25,341217.4,680446.65,795.04,856.1,1651.14,0.002343665824807265,0.0025089576322895606,0.0024265532058979204
1939,18,347373.77,349261.69,696635.46,914.05,1059.13,1973.18,0.00263131554233355,0.0030324826063803335,0.0028324426666423213
1939,19,294621.59,295759.39,590380.98,896.05,984.13,1880.18,0.003041358917382802,0.0033274683180811266,0.003184689317057606
1939,20,185109.46,185727.62,370837.08,661.04,724.09,1385.13,0.003571076270224115,0.003898666229610868,0.0037351442849242584
1939,21,177383.22,176777.72,354160.94,687.04,712.09,1399.13,0.003873196123060569,0.004028165992863807,0.003950548583929103
1939,22,160170.0,159320.23,319490.22,635.04,685.08,1320.12,0.0039647874133732905,0.004300018899043768,0.004131957466491463
1939,23,156909.18,156844.31,313753.49,635.04,668.09,1303.13,0.004047181943083253,0.004259574351151151,0.004153356190555841
1939,24,263036.41,262614.12,525650.53,974.06,1108.14,2082.2,0.0037031375238127683,0.004219651251044689,0.003961186912529128
1939,25,300710.16,300382.94,601093.1,1123.06,1234.15,2357.21,0.0037346925690837983,0.004108588856610832,0.003921538942969068
1939,26,304245.98,305907.79,610153.76,1125.06,1330.17,2455.23,0.0036978631566471315,0.004348271091756115,0.004023952913114884
1939,27,293759.95,293775.83,587535.78,1091.06,1363.17,2454.23,0.0037141210025396585,0.004640170704308793,0.004177158368125257
1939,28,300542.84,297745.87,598288.71,1123.06,1388.18,2511.24,0.0037367717693757066,0.0046622980866199756,0.004197371533218469
1939,29,307773.78,307276.33,615050.11,1158.06,1553.19,2711.25,0.0037626986938263545,0.0050547010894070495,0.004408177408504163
1939,30,309322.1,310996.82,620318.92,1189.07,1657.21,2846.28,0.0038441158908464673,0.0053287040041116816,0.00458841397260622
1939,31,308750.15,311343.19,620093.34,1151.06,1666.22,2817.28,0.0037281277434197194,0.005351714935534642,0.004543316011102458
1939,32,311123.82,315125.33,626249.16,1154.06,1717.21,2871.27,0.0037093270454187656,0.005449292191141855,0.004584868425212738
1939,33,310941.04,316152.87,627093.91,1157.06,1898.25,3055.31,0.003721155624873449,0.006004215618855524,0.004872172973263286
1939,34,311863.72,316391.01,628254.73,1253.08,2001.25,3254.33,0.004018037109286069,0.006325242932787503,0.00517995304229544
1939,35,310906.22,314716.8,625623.02,1266.07,2209.28,3475.35,0.004072192573053058,0.007019898524641838,0.0055550225757357834
1939,36,313426.35,318773.72,632200.07,1335.07,2223.28,3558.35,0.004259597190855204,0.006974477067933958,0.00562851883265372
1939,37,315348.23,320187.78,635536.01,1332.08,2367.3,3699.38,0.004224155626305561,0.007393473917087029,0.005820881809671178
1939,38,314249.9,317243.58,631493.48,1404.08,2542.32,3946.4,0.004468036425787247,0.008013779191370871,0.006249312344444158
1939,39,309241.59,308079.36,617320.96,1430.08,2575.32,4005.4,0.004624474993806621,0.008359274701167908,0.006488358989139135
1939,40,299261.11,288843.44,588104.55,1502.08,2550.32,4052.4,0.005019295691311177,0.008829419840727559,0.0068906115417743325
1939,41,300079.11,277675.37,577754.48,1570.09,2562.33,4132.42,0.0052322535880621615,0.009227789990880357,0.007152553797592362
1939,42,301011.12,266258.22,567269.35,1590.09,2560.33,4150.42,0.005282495875899867,0.009615966034776317,0.007316489071725804
1939,43,290948.59,239816.9,530765.49,1618.09,2468.31,4086.4,0.005561429254563494,0.010292477302475346,0.007699068754451237
1939,44,283472.96,220954.68,504427.64,1715.1,2459.31,4174.41,0.006050312523635411,0.011130382031283519,0.00827553779566877
1939,45,281110.28,217820.81,498931.1,1881.1,2563.32,4444.42,0.0066916798631483695,0.011768021613729194,0.008907883272860722
1939,46,273900.52,211734.08,485634.6,1952.11,2564.32,4516.43,0.007127076648120273,0.012111040414467054,0.009300058109533382
1939,47,267005.57,208954.5,475960.07,2006.12,2648.33,4654.45,0.007513401312189854,0.01267419462131708,0.009779076635567348
