Year,Age,E_F,E_H,E_Tot,D_F,D_H,D_Tot,m_F,m_H,m_Tot
2003,91,67468.2,22300.52,89768.72,11812,5322,17134,0.17507507240448095,0.23864914360741363,0.1908682668083047
2003,92,55307.1,16804.79,72111.89,10958,4374,15332,0.19813007733184348,0.2602829312356774,0.2126140363260483
2003,93,44641.6,12440.0,57081.6,10195,3653,13848,0.22837443102397764,0.29364951768488745,0.24260006727211572
2003,94,34622.37,8953.64,43576.01,8496,2731,11227,0.2453904802010954,0.305015613761554,0.257641762061281
2003,95,25638.66,6168.27,31806.93,7108,2215,9323,0.27723757793894066,0.3590958242748777,0.2931122242857138
2003,96,18681.56,4069.38,22750.94,5743,1501,7244,0.3074154406805427,0.36885225759206564,0.3184044263665589
2003,97,13141.69,2592.89,15734.58,4431,1114,5545,0.3371712466204879,0.42963642884966197,0.35240851678278035
2003,98,8932.23,1615.81,10548.04,3270,751,4021,0.3660899909653021,0.4647823692142022,0.3812082623880834
2003,99,5973.95,993.73,6967.67,2485,486,2971,0.415972681391709,0.48906644662030935,0.42639792068223664
2003,100,3893.97,580.03,4474.0,1718,307,2025,0.44119497582159084,0.5292829681223385,0.4526151095216808
2004,0,361427.12,378512.07,739939.19,1305,1683,2988,0.003610686436590591,0.0044463575494435355,0.004038169677159552
2004,1,363522.89,380153.04,743675.93,107,145,252,0.0002943418501101815,0.0003814253333341751,0.000338857276179424
2004,2,366823.8,383756.87,750580.67,57,97,154,0.00015538795465288785,0.0002527642045860964,0.0002051744817782211
2004,3,374649.09,393128.75,767777.84,55,85,140,0.00014680404001515124,0.00021621415376005954,0.0001823444135871387
2004,4,370485.89,390106.91,760592.79,31,59,90,8.367390185898847e-05,0.00015124059197003202,0.00011832875775748544
2004,5,362920.15,381330.66,744250.81,36,42,78,9.919537396862643e-05,0.00011014063227960743,0.00010480337938765562
2004,6,358670.55,377681.12,736351.67,34,47,81,9.479451268022981e-05,0.0001244436047001767,0.00011000178759695078
2004,7,359488.72,379149.93,738638.64,28,34,62,7.788839660949585e-05,8.96742879525258e-05,8.39382028538339e-05
2004,8,361296.6,379204.26,740500.86,28,39,67,7.749865346089612e-05,0.0001028469458650069,9.04793007262679e-05
2004,9,354406.08,371196.49,725602.57,27,31,58,7.618379458952848e-05,8.351372072510708e-05,7.993356473365302e-05
2004,10,349803.13,366499.5,716302.63,31,38,69,8.862127677359547e-05,0.00010368363394765887,9.632800035928948e-05
2004,11,358094.52,375718.97,733813.5,31,33,64,8.65693225352904e-05,8.783160456337886e-05,8.721562086279416e-05
2004,12,371781.8,390280.79,762062.59,36,50,86,9.683099065096785e-05,0.00012811289020912353,0.00011285162285685747
2004,13,377034.79,396677.74,773712.53,41,68,109,0.0001087432806930098,0.0001714237859679245,0.0001408791970837024
2004,14,383423.21,402325.84,785749.04,44,82,126,0.00011475570297374537,0.00020381489789470146,0.00016035654335638767
2004,15,388701.92,406629.4,795331.32,58,112,170,0.00014921459611004753,0.00027543507675539445,0.00021374739775116615
2004,16,389945.02,407190.46,797135.48,68,152,220,0.00017438355796927475,0.000373289688564904,0.00027598821720995284
2004,17,393708.45,409835.6,803544.04,89,196,285,0.00022605560027985175,0.00047824054328125717,0.00035467875537973
2004,18,394866.35,409189.43,804055.78,115,300,415,0.0002912377821001967,0.0007331567680035136,0.0005161333458730935
2004,19,389058.28,401042.67,790100.95,108,327,435,0.0002775933723862656,0.0008153745834576655,0.0005505625578604861
2004,20,376835.57,384529.98,761365.55,106,342,448,0.00028128979437901786,0.0008893974924920029,0.0005884164315025811
2004,21,385397.42,389528.92,774926.34,107,351,458,0.0002776354859874257,0.0009010884223949277,0.000591023915898897
2004,22,398998.58,401104.61,800103.2,100,369,469,0.00025062745837341075,0.000919959508817413,0.0005861743835045279
2004,23,402581.77,400976.0,803557.76,133,357,490,0.00033036766667303387,0.0008903276006544033,0.0006097881501387031
2004,24,390281.2,386629.55,776910.75,109,349,458,0.0002792858072589712,0.0009026728557090372,0.000589514303927446
2004,25,371942.91,368604.94,740547.85,112,321,433,0.00030112148125098015,0.0008708510526201846,0.0005847022579297205
2004,26,372868.74,370893.61,743762.35,106,338,444,0.00028428234557823217,0.0009113125459346685,0.0005969648772890965
2004,27,368782.74,366479.5,735262.24,118,323,441,0.0003199715908613294,0.0008813589846089618,0.0005997860028824545
2004,28,365857.67,362593.07,728450.74,105,327,432,0.00028699685317517057,0.0009018374234234537,0.0005930394140309336
2004,29,390950.84,387299.72,778250.56,154,360,514,0.000393911418632583,0.0009295126781914535,0.0006604556763826807
2004,30,412295.86,408405.58,820701.43,169,426,595,0.0004098998229087239,0.0010430807532061633,0.0007249895982269702
2004,31,437424.53,433545.36,870969.89,171,463,634,0.0003909245784638552,0.0010679390041217372,0.0007279241306493385
2004,32,440065.87,437129.95,877195.82,202,428,630,0.00045902219138239464,0.0009791138767773747,0.0007181976767741552
2004,33,438893.07,436761.22,875654.3,244,531,775,0.0005559440708416745,0.0012157672789722496,0.0008850524687653563
2004,34,428703.84,426186.63,854890.47,217,514,731,0.0005061769449044356,0.0012060444035984891,0.0008550803005208375
2004,35,428998.1,424727.15,853725.25,261,595,856,0.0006083943029118311,0.0014008993774002909,0.001002664498912267
2004,36,429691.36,424322.57,854013.93,288,609,897,0.0006702485244292555,0.0014352288637392067,0.0010503341555564555
2004,37,435694.41,429297.46,864991.87,378,661,1039,0.0008675805595027029,0.0015397249263948592,0.0012011673589487032
2004,38,444368.15,436902.84,881270.99,378,753,1131,0.0008506460240230989,0.001723495319920557,0.001283373687360343
2004,39,449448.26,440311.72,889759.98,387,828,1215,0.0008610557308643269,0.0018804859430041972,0.0013655368046560153
2004,40,451918.69,440632.05,892550.74,468,878,1346,0.0010355845207464201,0.0019925922319994653,0.0015080375150436827
2004,41,444204.25,432088.5,876292.75,505,974,1479,0.0011368644041564212,0.0022541678383016443,0.001687792121982066
2004,42,436238.92,425037.91,861276.83,540,1076,1616,0.001237853788928324,0.002531538892613132,0.0018762840746569254
2004,43,439517.78,427965.98,867483.76,662,1244,1906,0.0015061961770920847,0.002906773103787362,0.002197159287454557
2004,44,437301.93,423626.73,860928.66,668,1359,2027,0.001527548712167815,0.003208012865477115,0.002354434338380604
2004,45,437036.77,421035.1,858071.87,725,1437,2162,0.0016588993187003464,0.003413017109499897,0.002519602466399464
2004,46,429720.08,413960.92,843681.01,760,1615,2375,0.001768593173490985,0.0039013344544697602,0.0028150449895749103
2004,47,429492.97,413390.27,842883.24,882,1741,2623,0.0020535842530786945,0.0042115166377766945,0.003111937544279561
2004,48,427863.02,409781.79,837644.8,910,1971,2881,0.0021268489153374367,0.004809876983552637,0.003439405342216653
2004,49,427745.52,410339.7,838085.22,935,2078,3013,0.0021858791180326097,0.005064096893378827,0.0035950997918803534
2004,50,423611.49,407604.87,831216.36,1124,2293,3417,0.002653374675932421,0.005625546132459114,0.0041108430541477795
2004,51,424906.75,408856.43,833763.18,1083,2512,3595,0.0025487945296232646,0.006143965988256562,0.0043117759169935994
2004,52,422940.3,408907.8,831848.09,1166,2514,3680,0.002756890275057733,0.006148085216276139,0.004423884654228154
2004,53,425479.8,413660.32,839140.12,1316,2817,4133,0.0030929787971132826,0.0068099352628262725,0.004925279940136815
2004,54,432943.9,421367.28,854311.18,1371,3042,4413,0.0031666920356193955,0.0072193550481660556,0.005165565081332542
2004,55,430707.61,420256.94,850964.55,1444,3176,4620,0.0033526224437966166,0.0075572815049764555,0.00542913332876205
2004,56,424596.75,414984.69,839581.44,1433,3322,4755,0.0033749669539392376,0.008005114598324098,0.0056635363449673215
2004,57,415201.56,403578.53,818780.09,1533,3566,5099,0.003692182659429314,0.008835950713235414,0.006227557389677124
2004,58,355589.02,344345.47,699934.49,1427,3245,4672,0.004013059795828341,0.009423675589517701,0.006674910390542407
2004,59,302598.34,291456.49,594054.83,1353,3041,4394,0.004471273702294599,0.010433804373338882,0.007396623641625808
2004,60,300179.74,287602.08,587781.83,1437,3100,4537,0.004787131869725785,0.010778781572094331,0.007718850376848159
2004,61,285221.05,273101.96,558323.01,1406,3123,4529,0.004929509936240681,0.011435289589280135,0.00811179177444254
2004,62,266296.15,252832.73,519128.87,1376,3132,4508,0.005167179472928917,0.012387636679792209,0.008683778268775536
2004,63,241846.27,225989.83,467836.1,1334,3040,4374,0.005515900658711834,0.013451932770602996,0.009349428143745214
2004,64,277363.38,253561.98,530925.35,1667,3565,5232,0.00601016615820012,0.014059678820933643,0.00985449272670819
2004,65,276811.94,248142.73,524954.68,1821,3807,5628,0.006578473457467189,0.015341976772803297,0.010720925471128288
2004,66,276867.19,244711.98,521579.17,1820,4127,5947,0.006573548855680588,0.016864723991036317,0.011401912388487447
2004,67,278199.41,241943.06,520142.47,2018,4265,6283,0.007253789646786095,0.0176281146481325,0.012079382789103917
2004,68,279864.87,237643.68,517508.55,2410,4629,7039,0.008611298731419918,0.0194787422918211,0.013601707643284349
2004,69,284271.02,235880.25,520151.27,2549,4986,7535,0.008966795137963763,0.02113784430871173,0.014486170532660624
2004,70,284127.17,231579.03,515706.2,2871,5462,8333,0.010104630261160874,0.023585900675030896,0.016158425087772845
2004,71,286341.93,228261.64,514603.57,3260,5814,9074,0.011384989966366435,0.025470771172939964,0.017632990769962983
2004,72,289969.2,225484.01,515453.22,3652,6252,9904,0.012594441064775155,0.02772702153026283,0.01921415875527948
2004,73,289283.26,219288.72,508571.98,4016,6892,10908,0.013882586914984296,0.03142888517019936,0.02144829135100994
2004,74,278336.55,206114.23,484450.77,4420,7198,11618,0.015880055996957642,0.03492238260308374,0.02398179695327969
2004,75,269871.69,194508.95,464380.63,4618,7241,11859,0.017111835628257265,0.03722707875395965,0.025537240862091942
2004,76,265120.78,184839.16,449959.93,5395,7827,13222,0.02034921593094287,0.042344923013067144,0.029384838778866378
2004,77,257297.89,173804.12,431102.01,5668,8168,13836,0.022028940851399906,0.046995433710086965,0.03209449197418495
2004,78,250297.49,163468.89,413766.38,6377,8275,14652,0.025477682576840865,0.050621252765587384,0.0354112869199281
2004,79,242505.55,152412.0,394917.55,7096,8709,15805,0.029261185981104353,0.057141169986615226,0.040021011980855246
2004,80,227469.55,136993.02,364462.57,7820,8919,16739,0.03437822776718906,0.06510550683531176,0.045927898713988655
2004,81,219028.3,127568.97,346597.28,8472,9092,17564,0.03867993314105986,0.07127125036754628,0.05067552751712304
2004,82,213729.98,119952.66,333682.64,9583,9541,19124,0.044836948003270295,0.07953971174961856,0.05731194167008508
2004,83,204780.22,111066.53,315846.75,10720,9770,20490,0.05234880595401255,0.08796529431503802,0.06487323361725267
2004,84,163299.83,84952.02,248251.86,9690,8496,18186,0.05933870231218245,0.10000939353766984,0.07325624871451114
2004,85,94605.29,46023.96,140629.25,6499,5065,11564,0.06869594712938357,0.11005137324124217,0.08223040370335474
2004,86,83073.03,37932.51,121005.54,6512,4744,11256,0.07838885857419671,0.125064225910703,0.09302053443172933
2004,87,67973.05,29471.15,97444.2,6176,4099,10275,0.09085953918501523,0.13908517312693938,0.10544496234768207
2004,88,59228.75,24187.18,83415.94,6055,3877,9932,0.10223075786674546,0.16029152633750607,0.11906597228299531
2004,89,86488.61,32720.6,119209.21,10109,5694,15803,0.1168824426707748,0.17401881383593212,0.13256526068749216
2004,90,84830.62,30439.99,115270.61,11195,5848,17043,0.13196885747151207,0.19211570043222748,0.14785208475950634
2004,91,71743.25,24246.27,95989.52,10748,5146,15894,0.1498120032198151,0.2122388309624532,0.1655805758795335
2004,92,56760.26,17589.4,74349.66,9746,4103,13849,0.17170463983075482,0.23326548944250514,0.18626850479208645
2004,93,45318.32,12937.68,58256.0,8724,3231,11955,0.1925049295737353,0.24973565585174468,0.20521491348530624
2004,94,35755.55,9362.32,45117.87,7732,2727,10459,0.2162461491992152,0.2912739577369712,0.231815021409477
2004,95,27084.22,6521.16,33605.37,6522,2055,8577,0.24080442412593014,0.3151279833649228,0.2552270663884968
2004,96,19544.7,4361.16,23905.85,5197,1465,6662,0.2659032883595041,0.3359198011538215,0.2786765582482949
2004,97,13772.93,2793.84,16566.77,4055,1037,5092,0.2944181085651347,0.3711737250522578,0.3073622679617089
2004,98,9445.35,1683.72,11129.07,2921,706,3627,0.309252701064545,0.419309623927969,0.3259032425890034
2004,99,6233.79,1029.36,7263.15,2138,408,2546,0.3429695257620164,0.39636278852879464,0.3505366129021155
2004,100,4000.34,609.81,4610.15,1458,284,1742,0.36446902013328863,0.4657188304553878,0.377861891695498
2005,0,367527.11,384678.23,752205.34,1192,1583,2775,0.0032432981610526638,0.004115127596381007,0.0036891522200573584
2005,1,361492.55,378319.21,739811.76,102,128,230,0.0002821634913361285,0.0003383386215043111,0.00031088989447802237
2005,2,364858.43,381463.37,746321.81,66,85,151,0.0001808920791551945,0.00022282611302888662,0.00020232558927897335
2005,3,369136.22,386310.64,755446.85,54,63,117,0.0001462874599517761,0.00016308119289699087,0.0001548752238493019
2005,4,377401.79,396363.08,773764.87,47,56,103,0.00012453571033672098,0.00014128460198664316,0.00013311537392489788
2005,5,372994.08,393074.14,766068.21,40,48,88,0.00010724030794268906,0.00012211436753381945,0.00011487227749602089
2005,6,365204.55,383869.33,749073.88,35,46,81,9.583670302026632e-05,0.00011983244402463724,0.00010813352616166512
2005,7,360763.0,379852.35,740615.35,24,46,70,6.652566920665368e-05,0.00012109968518030757,9.451599943209387e-05
2005,8,361558.2,381333.87,742892.07,31,42,73,8.573999981192516e-05,0.00011013970513555484,9.826461063179744e-05
2005,9,363408.74,381302.76,744711.51,23,33,56,6.328961708515871e-05,8.654540030080034e-05,7.519690410048853e-05
2005,10,356461.28,373200.09,729661.37,31,34,65,8.696596724334266e-05,9.1103943731632e-05,8.908241915013261e-05
2005,11,351868.75,368513.07,720381.82,24,45,69,6.820725057283432e-05,0.00012211235818583043,9.57825393206064e-05
2005,12,360332.92,377831.11,738164.03,19,44,63,5.272901515631711e-05,0.00011645414799220742,8.534688421488108e-05
2005,13,373958.0,392224.2,766182.2,39,53,92,0.00010428978655357019,0.0001351267973776223,0.0001200758775132077
2005,14,379619.16,398788.0,778407.16,50,69,119,0.00013171094946840936,0.00017302426351846093,0.0001528762916312332
2005,15,386591.58,404451.49,791043.07,50,112,162,0.00012933546043604984,0.0002769182529158194,0.000204792894525958
2005,16,392256.26,409251.43,801507.69,77,168,245,0.0001963002451509633,0.0004105055906585348,0.00030567392310359493
2005,17,393402.99,410162.6,803565.59,82,204,286,0.0002084376633741396,0.000497363728433553,0.0003559136971009423
2005,18,397365.61,412411.21,809776.83,106,284,390,0.00026675685397133385,0.0006886330757110118,0.0004816141751055041
2005,19,397875.54,410379.22,808254.75,105,319,424,0.0002639016210948781,0.0007773298072938488,0.0005245870809914819
2005,20,390887.47,400084.98,790972.45,129,330,459,0.00033001825307933257,0.0008248247659784679,0.0005802983403530679
2005,21,378245.31,382978.23,761223.54,124,309,433,0.0003278295770541081,0.0008068343728049503,0.0005688210850652358
2005,22,386763.59,388100.4,774863.99,103,344,447,0.00026631255542953255,0.0008863685788522763,0.0005768754333260474
2005,23,400418.29,400090.7,800508.99,119,398,517,0.00029718922180103213,0.000994774434896887,0.0006458390929500992
2005,24,403999.99,400363.17,804363.16,86,370,456,0.00021287129239780427,0.0009241609311865525,0.0005669081115052558
2005,25,391682.54,386438.69,778121.23,108,346,454,0.0002757335060173987,0.0008953554831686237,0.0005834566420967591
2005,26,373311.28,369092.79,742404.07,117,350,467,0.0003134113708002608,0.0009482710296237432,0.0006290374997540086
2005,27,374767.11,371986.4,746753.51,115,305,420,0.00030685723728531033,0.0008199224487776972,0.0005624345843382779
2005,28,371297.96,368066.38,739364.34,116,322,438,0.0003124175527385068,0.0008748421955843943,0.0005924007641482953
2005,29,368733.26,365145.04,733878.31,132,340,472,0.0003579823528802365,0.0009311368435950822,0.0006431584004710536
2005,30,393892.29,389759.36,783651.65,146,388,534,0.0003706597049665532,0.0009954860352808462,0.0006814252225462678
2005,31,415093.42,410719.72,825813.14,190,449,639,0.0004577282868034863,0.0010932029268037094,0.0007737827954638746
2005,32,439976.78,435582.16,875558.94,198,474,672,0.00045002374898057116,0.001088198837160824,0.0007675097235601295
2005,33,442160.33,438577.97,880738.3,212,498,710,0.00047946408941751964,0.001135487949839341,0.0008061418471298455
2005,34,440662.25,437868.2,878530.45,221,545,766,0.0005015178858638334,0.001244666774157155,0.0008719105865937829
2005,35,430417.25,426945.46,857362.71,269,520,789,0.0006249749516312368,0.0012179541621077314,0.0009202639568963759
2005,36,430501.12,425290.62,855791.74,273,634,907,0.0006341446916560868,0.0014907453166966157,0.0010598372917223996
2005,37,431322.82,424852.43,856175.25,309,615,924,0.0007164007691501229,0.0014475614509254426,0.001079218302561304
2005,38,437193.48,429884.22,867077.7,362,712,1074,0.0008280086885101764,0.0016562599110988537,0.0012386433188167566
2005,39,445751.86,437252.57,883004.43,417,778,1195,0.00093549805939116,0.0017792920005021355,0.0013533340936919195
2005,40,450559.87,440257.82,890817.7,447,929,1376,0.0009920990078410667,0.0021101271977406327,0.001544648248457569
2005,41,452789.96,440398.58,893188.53,468,954,1422,0.0010335918225748645,0.0021662195186914544,0.0015920491052432123
2005,42,445096.64,432047.58,877144.23,538,1005,1543,0.0012087262667271538,0.0023261326912188698,0.0017591177678954806
2005,43,436719.29,424795.74,861515.03,595,1064,1659,0.001362431231283601,0.002504733216015773,0.0019256773732664885
2005,44,439933.01,427676.34,867609.35,620,1318,1938,0.0014093054758496071,0.0030817697326908475,0.0022337241985693214
2005,45,437572.5,422964.66,860537.16,714,1433,2147,0.001631729599095007,0.003387989909133307,0.0024949532684910435
2005,46,437155.96,420044.39,857200.36,815,1560,2375,0.0018643232040116758,0.003713893191145821,0.002770647459830745
2005,47,429734.04,412839.57,842573.62,824,1751,2575,0.0019174650441933807,0.0042413569997662775,0.0030561127703001194
2005,48,429341.21,412019.23,841360.44,916,1970,2886,0.002133501230874157,0.004781330230630255,0.0034301588983670305
2005,49,427852.65,408338.44,836191.09,998,2163,3161,0.002332578751119106,0.005297076611254135,0.0037802364050542564
2005,50,427566.36,408659.13,836225.49,1031,2352,3383,0.0024113216016339546,0.005755407936193668,0.004045559529643135
2005,51,423330.8,405772.21,829103.01,1149,2399,3548,0.00271418947074014,0.005912184079831391,0.0042793235064964965
2005,52,424989.05,407238.66,832227.71,1149,2542,3691,0.0027035990691995477,0.006242039987068026,0.0044350842391441166
2005,53,422945.48,407131.97,830077.45,1215,2789,4004,0.0028727106860203353,0.006850358619589614,0.00482364627541683
2005,54,425287.13,411749.02,837036.15,1361,3010,4371,0.0032001908922096936,0.0073102784798370615,0.005221996684372592
2005,55,432781.75,419186.11,851967.86,1396,3217,4613,0.0032256443345866593,0.007674395508954245,0.0054145235009217365
2005,56,430632.07,417994.72,848626.8,1488,3445,4933,0.003455385940020677,0.008241730900332905,0.005812920355567371
2005,57,424505.2,412486.33,836991.53,1598,3735,5333,0.0037643826271150506,0.009054845526638421,0.006371629591042576
2005,58,415141.83,400926.85,816068.68,1604,3885,5489,0.003863739772983127,0.009690046949961072,0.006726149568685812
2005,59,355371.09,341821.2,697192.29,1516,3518,5034,0.00426596322171283,0.010291930401040076,0.0072203896574932
2005,60,302093.64,288887.88,590981.52,1450,3171,4621,0.004799836236208084,0.010976576795122038,0.007819195429325776
2005,61,299560.05,284856.49,584416.54,1442,3221,4663,0.004813725995839566,0.011307448182065293,0.007978898064726231
2005,62,284701.52,270441.85,555143.38,1529,3306,4835,0.005370536834506538,0.012224439375784482,0.00870946168897844
2005,63,265717.92,249988.81,515706.73,1454,3251,4705,0.005471968168349353,0.013004582085094129,0.009123402364750989
2005,64,241207.26,223000.57,464207.82,1417,3190,4607,0.005874615880135614,0.014304896171341624,0.009924434276010257
2005,65,276499.69,250049.9,526549.59,1705,3855,5560,0.006166372193762677,0.015416922782212671,0.010559309333048765
2005,66,275790.71,244364.61,520155.33,1937,4042,5979,0.007023441797586292,0.01654085671407165,0.011494643340480622
2005,67,275598.88,240678.65,516277.54,2122,4252,6374,0.007699595876441878,0.017666710362551893,0.012346072618227786
2005,68,276847.73,237739.14,514586.87,2302,4577,6879,0.008315040184725373,0.01925219381209169,0.013368005289369315
2005,69,278489.19,232955.73,511444.93,2467,5019,7486,0.008858512605103272,0.02154486605673962,0.014636961989240953
2005,70,282527.28,230766.62,513293.9,2851,5220,8071,0.01009106094108859,0.022620255910495202,0.015723935156837048
2005,71,281944.09,226062.84,508006.92,3224,5941,9165,0.011434891222582462,0.026280303299737365,0.018041092826058355
2005,72,284053.93,222510.17,506564.1,3473,6329,9802,0.012226551486191372,0.02844364372199257,0.019349969727424428
2005,73,287190.64,219197.35,506387.99,3897,6762,10659,0.013569383737575848,0.030848913091330712,0.021049077408016727
2005,74,286032.09,212349.17,498381.26,4420,7414,11834,0.015452811605858627,0.03491419344846038,0.023744873553231113
2005,75,274699.73,199068.51,473768.24,4773,7357,12130,0.017375335607355713,0.03695712596633189,0.025603235877525266
2005,76,265748.79,187235.58,452984.37,5243,7670,12913,0.01972915850341219,0.04096443635338967,0.028506502332519775
2005,77,260493.89,176935.9,437429.79,5964,8098,14062,0.022894970780312735,0.04576798716371296,0.032146873215927976
2005,78,252059.67,165666.21,417725.88,6427,8495,14922,0.025497930708232697,0.05127780734526371,0.035721990698780744
2005,79,244242.58,154963.48,399206.06,7325,8712,16037,0.02999067566351453,0.056219697699096585,0.040172235862351385
2005,80,231591.28,140362.02,371953.3,8052,9051,17103,0.03476814843805864,0.06448325551313668,0.04598157887025065
2005,81,219220.84,127947.39,347168.24,8755,9312,18067,0.03993689651038651,0.07277991368170933,0.052041050759712354
2005,82,210011.39,118234.09,328245.48,9613,9597,19210,0.045773707797467554,0.08116948335289763,0.05852327349640885
2005,83,203611.14,110210.19,313821.32,10671,10006,20677,0.05240872380558352,0.09079015288876645,0.0658878115737962
2005,84,193520.48,100979.36,294499.84,11814,10098,21912,0.06104780227911795,0.10000063379288598,0.07440411512617459
2005,85,152931.56,76386.93,229318.49,10871,8630,19501,0.07108408493315573,0.11297744260700097,0.08503893427869685
2005,86,87738.98,40835.73,128574.71,7129,5207,12336,0.08125236924340812,0.12751088323877152,0.09594421795701502
2005,87,76174.96,33184.24,109359.21,7011,4633,11644,0.09203811856284531,0.13961446759063942,0.10647479988196695
2005,88,61677.66,25413.71,87091.36,6546,4054,10600,0.10613243109417575,0.1595201959887006,0.12171126963685032
2005,89,53022.14,20478.44,73500.58,6556,3580,10136,0.12364646164790784,0.17481800371512676,0.13790367368529607
2005,90,76161.1,27220.01,103381.11,10528,5396,15924,0.13823329757579655,0.1982365179145783,0.15403200836206923
2005,91,73393.91,24777.46,98171.37,11479,5449,16928,0.15640262250641776,0.21991761867439197,0.17243316457741192
2005,92,60987.28,19344.81,80332.09,10547,4559,15106,0.17293770110750964,0.2356704459749152,0.1880444041727285
2005,93,47142.87,13683.1,60825.97,9584,3665,13249,0.20329691425235671,0.2678486600258713,0.2178181457689865
2005,94,36745.86,9779.28,46525.14,8047,2916,10963,0.2189906563623766,0.29818146121186834,0.23563604537245886
2005,95,28285.46,6857.46,35142.92,7102,2272,9374,0.25108306529220314,0.3313180098753766,0.2667393603035832
2005,96,20825.65,4648.86,25474.52,5821,1650,7471,0.279511083687664,0.35492572372581666,0.29327343557405594
2005,97,14612.25,3031.15,17643.4,4596,1159,5755,0.31453061643484065,0.38236312950530327,0.32618429554394274
2005,98,10008.67,1842.57,11851.24,3432,797,4229,0.34290270335619016,0.43254801717166785,0.3568402968803265
2005,99,6691.19,1093.59,7784.78,2355,487,2842,0.35195533231009735,0.4453222871460054,0.3650713314955593
2005,100,4326.07,659.24,4985.32,1654,298,1952,0.38233315688373054,0.4520356774467569,0.3915495895950511
2006,0,371689.64,388860.23,760549.87,1236,1670,2906,0.003325354992407106,0.004294602201927413,0.0038209197248301415
2006,1,368087.76,385249.51,753337.28,104,142,246,0.0002825413156905842,0.00036859229230427833,0.00032654696180706735
2006,2,362716.51,379740.51,742457.02,66,87,153,0.00018196028628528655,0.00022910381618226615,0.0002060725346768221
2006,3,367541.47,384344.85,751886.32,52,61,113,0.00014148063346429998,0.0001587116361777711,0.00015028867661802918
2006,4,371871.46,389827.61,761699.07,49,45,94,0.00013176596020571192,0.00011543564089778044,0.0001234083166203682
2006,5,380154.74,398948.64,779103.38,41,44,85,0.00010785081885339639,0.00011028988593619469,0.00010909977055933194
2006,6,375465.47,396234.87,771700.35,31,43,74,8.256418359856101e-05,0.00010852149383016189,9.589214259135686e-05
2006,7,367682.69,385918.53,753601.23,22,38,60,5.9834201060702636e-05,9.846637838302296e-05,7.961770444562571e-05
2006,8,362703.85,382196.79,744900.64,30,31,61,8.271210796356311e-05,8.111004804619108e-05,8.189011624422822e-05
2006,9,363567.59,383656.5,747224.09,31,35,66,8.526612616927707e-05,9.122743912849125e-05,8.832691676201178e-05
2006,10,365146.3,383646.86,748793.17,18,39,57,4.929530985251665e-05,0.00010165598644545143,7.61224892048628e-05
2006,11,358656.92,375614.67,734271.58,28,40,68,7.806903600242817e-05,0.0001064921133138916,9.260878652010473e-05
2006,12,354079.67,370528.88,724608.56,33,51,84,9.319936386068141e-05,0.00013764109291561835,0.0001159246586874436
2006,13,361855.63,379830.87,741686.5,43,60,103,0.00011883192200160048,0.00015796504375750186,0.00013887269082017806
2006,14,376241.75,393995.78,770237.53,36,85,121,9.568316115901545e-05,0.00021573835130924497,0.0001570943965817921
2006,15,382127.76,400960.65,783088.4,55,111,166,0.00014393091985779834,0.0002768351457929849,0.00021198117607156483
2006,16,389495.66,407853.83,797349.49,72,136,208,0.00018485443457829544,0.00033345279606666927,0.00026086427922591385
2006,17,394698.98,411984.56,806683.54,87,215,302,0.0002204211422081709,0.0005218642174357214,0.0003743723344100959
2006,18,395547.62,412047.58,807595.2,92,248,340,0.0002325889358151112,0.0006018722400942143,0.0004210029975413425
2006,19,398682.71,412380.84,811063.55,103,302,405,0.000258350807337494,0.0007323327630837553,0.0004993443485408757
2006,20,397708.01,407680.64,805388.65,114,296,410,0.0002866424540959082,0.0007260585148217977,0.0005090709932403443
2006,21,389618.93,395942.37,785561.3,114,285,399,0.0002925935862510582,0.0007198017226597901,0.0005079170778906751
2006,22,378093.92,379237.12,757331.04,106,276,382,0.0002803536221899575,0.0007277768589741426,0.0005044029358680452
2006,23,386847.65,385625.43,772473.08,99,329,428,0.00025591469923624973,0.0008531595024736828,0.0005540646154297054
2006,24,400986.49,398513.09,799499.58,118,352,470,0.00029427425347921323,0.0008832834073279751,0.0005878677259592807
2006,25,404988.67,399422.29,804410.96,99,315,414,0.00024445128304453553,0.0007886390116084909,0.0005146623064409764
2006,26,392963.32,386236.76,779200.08,123,339,462,0.00031300631315920273,0.0008776999889912084,0.0005929157502139888
2006,27,375196.17,370003.92,745200.09,104,319,423,0.00027718833057384357,0.0008621530280003521,0.0005676327816868621
2006,28,377072.18,373246.48,750318.66,124,326,450,0.0003288495056835007,0.0008734174800523237,0.0005997451802678078
2006,29,374012.86,370757.93,744770.79,106,334,440,0.0002834127147392739,0.0009008573329773419,0.0005907857906188829
2006,30,371494.76,367522.26,739017.02,123,330,453,0.0003310948450524578,0.0008979047962972365,0.0006129764102050045
2006,31,396730.72,392739.4,789470.13,154,410,564,0.00038817261239563203,0.0010439492447154525,0.0007144032162432795
2006,32,417910.06,413392.22,831302.27,184,425,609,0.0004402861228083382,0.0010280793383097534,0.0007325855130889995
2006,33,441821.33,437811.11,879632.44,200,476,676,0.0004526716716008256,0.0010872268636581653,0.0007685028078318713
2006,34,443947.33,440421.35,884368.68,223,536,759,0.0005023118395598865,0.0012170163866942417,0.0008582393487747666
2006,35,443249.52,439606.91,882856.44,272,544,816,0.0006136498467048537,0.00123746917444951,0.0009242725804888505
