Year,Age,E_F,E_H,E_Tot,D_F,D_H,D_Tot,m_F,m_H,m_Tot
2017,31,405495.08,386080.24,791575.32,133,310,443,0.00032799411524302586,0.000802941896223438,0.0005596435219834797
2017,32,404540.63,385432.85,789973.48,118,359,477,0.00029168887189402954,0.000931420349874174,0.0006038177382866069
2017,33,396623.86,378372.55,774996.41,142,328,470,0.0003580218295490342,0.0008668704957587436,0.0006064544221566136
2017,34,408298.96,390563.15,798862.12,170,346,516,0.00041636157976008555,0.0008859002699051357,0.0006459187224949407
2017,35,424872.88,408254.24,833127.12,192,423,615,0.0004518998717922405,0.0010361190614946215,0.0007381826677302258
2017,36,430147.97,413919.93,844067.9,193,459,652,0.00044868281024318217,0.0011089101218199374,0.0007724497045794538
2017,37,420047.94,404274.24,824322.19,237,454,691,0.00056422131245305,0.001123000070447229,0.0008382644654998309
2017,38,401287.45,389118.68,790406.13,257,437,694,0.0006404386680919126,0.0011230506846908507,0.0008780296276295327
2017,39,400309.38,392071.63,792381.0,250,506,756,0.0006245169673516019,0.001290580499282746,0.0009540864811246105
2017,40,394636.66,386528.22,781164.88,269,557,826,0.0006816396631777697,0.0014410332058031883,0.001057395207014427
2017,41,390332.11,383417.17,773749.28,301,584,885,0.0007711381981871797,0.0015231451424045513,0.00114378135511803
2017,42,413171.97,407241.0,820412.97,358,724,1082,0.00086646729689819,0.0017778170665527292,0.001318847994321689
2017,43,430782.95,424072.93,854855.88,426,840,1266,0.0009888970768225623,0.0019807913700127006,0.001480951385630055
2017,44,452472.8,445117.09,897589.89,469,880,1349,0.0010365263945147642,0.0019770078924626327,0.0015029135410604948
2017,45,451627.11,447008.94,898636.04,556,1007,1563,0.0012311041292450314,0.0022527513655543445,0.0017393025990811585
2017,46,449195.78,443829.54,893025.32,598,1146,1744,0.0013312680720197327,0.0025820723875206687,0.0019529121525915974
2017,47,437736.1,430227.3,867963.4,662,1189,1851,0.0015123267192264929,0.0027636553979721885,0.0021325784013473377
2017,48,435822.84,425280.38,861103.22,743,1302,2045,0.0017048211608184645,0.0030615096798022987,0.0023748604725923566
2017,49,432952.24,421598.3,854550.54,754,1468,2222,0.0017415315832526933,0.0034819874748071803,0.002600197292017392
2017,50,435730.7,424366.36,860097.06,883,1582,2465,0.0020264810351898546,0.0037279109493975914,0.00286595561668354
2017,51,443382.75,430517.43,873900.18,993,1777,2770,0.0022395999844378248,0.0041275913033300415,0.003169698397361584
2017,52,447650.11,432232.81,879882.93,1071,1955,3026,0.0023924935481418738,0.004523025450104077,0.0034390938803642887
2017,53,447540.84,429497.48,877038.32,1146,2212,3358,0.0025606601623217222,0.005150204839385787,0.003828795074769367
2017,54,437766.61,418935.64,856702.25,1244,2215,3459,0.0028416968576018167,0.005287208316771521,0.004037575482030075
2017,55,428640.13,409619.12,838259.26,1316,2408,3724,0.003070174507459206,0.005878631837302907,0.0044425396505610925
2017,56,431361.04,409602.26,840963.3,1439,2759,4198,0.0033359526395800605,0.006735802678432487,0.004991894414417371
2017,57,428086.64,403445.15,831531.79,1581,2908,4489,0.0036931776240435813,0.007207919093834688,0.00539847069466821
2017,58,427884.21,400300.4,828184.61,1630,3256,4886,0.003809441811372287,0.00813389144752291,0.005899650803701847
2017,59,419817.01,389669.82,809486.82,1775,3438,5213,0.004228032589722841,0.008822854179469172,0.00643988249246603
2017,60,418404.26,385869.52,804273.78,1931,3675,5606,0.004615153774963954,0.00952394477801719,0.00697026328522111
2017,61,416349.95,379909.6,796259.54,2005,4122,6127,0.004815660479843939,0.010849949566949612,0.007694727274476359
2017,62,414749.53,377114.83,791864.36,2184,4357,6541,0.005265828752114559,0.011553510107253008,0.00826025305647043
2017,63,408386.44,371376.12,779762.57,2197,4518,6715,0.005379708493749205,0.012165564118662235,0.008611595706626443
2017,64,408369.38,370224.98,778594.36,2359,4664,7023,0.005776632910136407,0.012597745295306655,0.009020101301530106
2017,65,405774.59,366329.69,772104.28,2490,5036,7526,0.006136411843826889,0.013747179487417467,0.009747388008262303
2017,66,406738.13,366921.51,773659.64,2691,5346,8037,0.006616050479457139,0.014569873540529145,0.010388289093121105
2017,67,412003.52,370328.7,782332.22,2867,5704,8571,0.006958678411291243,0.015402532938980964,0.010955703703472677
2017,68,408207.56,365641.3,773848.86,3084,5815,8899,0.007554980118447586,0.015903564504337993,0.011499661574742127
2017,69,400259.78,357590.73,757850.51,3293,6219,9512,0.00822715687296885,0.017391390431178124,0.01255128798422264
2017,70,388392.5,343480.49,731872.99,3515,6410,9925,0.009050123264481163,0.018661904203059684,0.01356109616779272
2017,71,330979.81,287849.02,618828.83,3181,5727,8908,0.009610858136633772,0.019895846788014076,0.014394933733129403
2017,72,279310.17,239789.71,519099.88,3075,5101,8176,0.01100926615024437,0.02127280607662439,0.01575034076293757
2017,73,274635.89,233909.34,508545.23,3236,5404,8640,0.011782873680493834,0.02310296801316271,0.016989639249983726
2017,74,259220.56,218548.56,477769.12,3318,5504,8822,0.012799910624373313,0.025184334319109675,0.0184649857655095
2017,75,238714.09,198454.18,437168.27,3393,5458,8851,0.014213656177563712,0.027502570114673323,0.020246208628087303
2017,76,215338.52,174024.51,389363.03,3459,5355,8814,0.01606308058586081,0.0307715275279327,0.022636971979594467
2017,77,243422.82,191293.99,434716.8,4451,6309,10760,0.018285056429795693,0.03298064931365591,0.024751746424338788
2017,78,239365.12,182685.27,422050.38,4894,6943,11837,0.020445752497272787,0.03800525351606071,0.028046414743187767
2017,79,234970.32,174862.66,409832.98,5362,7227,12589,0.022819903381839885,0.041329578310200704,0.03071739126509536
2017,80,231951.25,166822.37,398773.62,6138,7592,13730,0.026462457089582402,0.04550948412973632,0.034430562382737354
2017,81,226789.95,156739.7,383529.65,6909,8269,15178,0.03046431290275429,0.05275625766796797,0.03957451529497132
2017,82,223675.12,148310.41,371985.53,7942,8884,16826,0.03550685476328346,0.059901391952190006,0.04523294225987769
2017,83,215810.65,137606.7,353417.34,8748,9291,18039,0.040535534275069375,0.06751851472348366,0.05104163819466243
2017,84,204354.72,125150.46,329505.18,9844,9937,19781,0.04817114084763983,0.07940042729367515,0.06003244015769343
2017,85,195192.74,113545.86,308738.6,11087,10115,21202,0.05680026828866689,0.08908294851084839,0.06867298096188815
2017,86,185786.21,102095.81,287882.03,12415,10439,22854,0.06682412004636942,0.10224709515503135,0.07938668488616674
2017,87,168371.21,87677.31,256048.52,13138,10409,23547,0.07802996723727293,0.11871942695322199,0.09196303888028723
2017,88,152772.27,74775.91,227548.18,13574,9850,23424,0.08885120316664799,0.13172691579413745,0.10294083652965276
2017,89,138047.58,63375.41,201422.98,14226,9565,23791,0.10305142618219024,0.15092604529106793,0.11811462624572429
2017,90,121697.59,52112.42,173810.01,14630,8778,23408,0.12021602071166734,0.16844353035226536,0.13467578766033095
2017,91,106517.18,41958.63,148475.81,14539,8089,22628,0.1364944133894645,0.19278513144971607,0.15240192998441968
2017,92,90822.8,33112.96,123935.77,14163,7169,21332,0.1559410192154393,0.21650133361680746,0.17212141418090998
2017,93,74731.17,25182.09,99913.25,13341,6051,19392,0.17851988668182234,0.24028982503040852,0.19408837166241716
2017,94,61428.6,19050.4,80479.0,12420,5145,17565,0.20218595247165003,0.2700730693318775,0.2182556940319835
2017,95,49852.49,14270.42,64122.91,11229,4427,15656,0.22524451637220128,0.31022212380574643,0.2441561058286344
2017,96,38519.95,10199.95,48719.9,9858,3400,13258,0.2559193353054716,0.33333496732827117,0.27212699533455526
2017,97,24605.49,5985.51,30591.01,6658,2149,8807,0.270590018731592,0.35903373313218084,0.28789503844430114
2017,98,11108.7,2398.21,13506.9,3523,952,4475,0.31713881912374986,0.3969627347063018,0.33131214416335353
2017,99,7557.56,1398.06,8955.61,2505,598,3103,0.33145618427111395,0.42773557644164056,0.34648672731394065
2017,100,4706.0,767.69,5473.69,1713,327,2040,0.36400339991500213,0.42595318422800865,0.37269191349893765
2018,0,334781.94,350423.72,685205.66,1151,1464,2615,0.0034380588152395555,0.004177799379562548,0.0038163724450262127
2018,1,343587.48,357839.5,701426.97,77,101,178,0.00022410595403534494,0.00028224944423407703,0.0002537684001514798
2018,2,352130.45,368135.26,720265.71,49,68,117,0.00013915297583608574,0.0001847147159986794,0.00016244005285216202
2018,3,363843.91,378303.03,742146.94,45,42,87,0.00012367940966773362,0.00011102210838755374,0.0001172274590258366
2018,4,374859.02,390012.39,764871.41,34,50,84,9.070076531705173e-05,0.00012820105535621572,0.00010982238177787295
2018,5,377572.2,396038.59,773610.79,28,33,61,7.415800209867146e-05,8.332521333337743e-05,7.885102016221877e-05
2018,6,383976.69,401947.61,785924.3,36,27,63,9.375569126344622e-05,6.717293330839808e-05,8.016039203775732e-05
2018,7,393756.13,411009.92,804766.05,21,26,47,5.333250303938125e-05,6.325881380186639e-05,5.8402066041429054e-05
2018,8,395411.8,414546.3,809958.1,27,27,54,6.828324293812172e-05,6.513144611349805e-05,6.667011540473514e-05
2018,9,392927.49,412475.62,805403.11,23,31,54,5.853497295391575e-05,7.515595709632486e-05,6.704717095020902e-05
2018,10,394150.41,414056.59,808207.0,33,27,60,8.372438328809553e-05,6.520847790395028e-05,7.423840674480672e-05
2018,11,396293.14,414228.45,810521.6,15,39,54,3.785076875163673e-05,9.41509449676863e-05,6.662376425255046e-05
2018,12,393272.45,411870.44,805142.89,25,45,70,6.356916178593238e-05,0.00010925765879192496,8.694108942575397e-05
2018,13,389465.01,408775.59,798240.6,31,40,71,7.959636733477032e-05,9.785320106809704e-05,8.894561364079953e-05
2018,14,385285.18,403743.91,789029.09,27,60,87,7.007796147259025e-05,0.00014860905270372996,0.00011026209439248939
2018,15,389172.34,408867.36,798039.69,41,81,122,0.00010535178322282616,0.00019810825691735334,0.0001528746020138422
2018,16,391449.97,413824.08,805274.04,53,95,148,0.00013539405814745625,0.00022956614801149318,0.0001837883660076761
2018,17,397089.2,422717.64,819806.85,45,116,161,0.00011332466357684873,0.0002744148552684009,0.00019638772230312542
2018,18,387311.7,412725.52,800037.22,70,146,216,0.0001807329858612585,0.00035374599564378767,0.0002699874388344082
2018,19,373180.35,393817.71,766998.06,64,199,263,0.00017149884767512545,0.0005053099313385373,0.000342895261038861
2018,20,364043.22,381818.12,745861.34,64,197,261,0.00017580330159699172,0.0005159524644875418,0.000349930993876154
2018,21,361312.39,375987.25,737299.64,80,237,317,0.00022141504751608434,0.0006303405235150926,0.00042994731422898834
2018,22,360901.48,371862.33,732763.81,70,211,281,0.00019395875018301395,0.0005674142901218308,0.00038347963718350116
2018,23,352994.98,358570.03,711565.01,68,218,286,0.0001926373003944702,0.0006079704988172046,0.0004019309493590754
2018,24,348045.21,349784.31,697829.52,67,230,297,0.00019250372674285617,0.0006575480758413664,0.00042560538281613536
2018,25,355714.44,355851.34,711565.79,93,231,324,0.0002614456697344083,0.0006491474782699989,0.00045533386308523906
2018,26,369120.34,366362.67,735483.0,86,232,318,0.00023298634802948,0.000633252290687804,0.0004323689330684734
2018,27,375917.22,372091.69,748008.9,79,227,306,0.00021015265009674205,0.0006100646859380278,0.0004090860416233015
2018,28,384588.11,375633.41,760221.52,109,228,337,0.0002834200984528617,0.0006069747629743584,0.0004432918447244166
2018,29,391948.8,377591.98,769540.78,128,305,433,0.0003265732667123869,0.0008077502069826801,0.0005626732348089467
2018,30,397256.55,380242.05,777498.6,101,295,396,0.0002542437626264438,0.000775821611523502,0.0005093256759562011
2018,31,404149.15,384724.88,788874.03,121,287,408,0.0002993944191148243,0.0007459876262746511,0.0005171928400279573
2018,32,408677.82,388202.76,796880.58,146,307,453,0.0003572496300386451,0.0007908238467959373,0.0005684666076314723
2018,33,407759.75,387513.84,795273.6,155,336,491,0.00038012579711459995,0.0008670658059593432,0.000617397584931777
2018,34,399606.7,380575.78,780182.48,162,377,539,0.00040539860818149443,0.0009906042891116192,0.0006908640142752245
2018,35,410978.57,392435.66,803414.23,180,401,581,0.0004379790410969604,0.0010218235519167652,0.0007231636910389303
2018,36,427473.81,409882.45,837356.26,212,459,671,0.0004959368154039659,0.001119833259511355,0.0008013315622671765
2018,37,433193.96,415633.19,848827.15,243,504,747,0.0005609496494364787,0.001212607684193844,0.0008800378263112814
2018,38,421852.87,405931.08,827783.95,226,513,739,0.0005357318062100656,0.0012637613261837451,0.0008927450212099426
2018,39,402884.47,390470.93,793355.4,243,570,813,0.0006031505756476541,0.0014597757635888542,0.0010247614120985375
2018,40,402113.28,392581.33,794694.61,292,563,855,0.0007261635328233875,0.0014340977447908692,0.0010758849868127331
2018,41,395506.6,386860.86,782367.47,330,591,921,0.0008343729282899451,0.0015276810375699419,0.0011771961837830501
2018,42,390841.62,383530.27,774371.88,343,642,985,0.0008775933330744049,0.0016739226345810984,0.0012719986681334556
2018,43,414171.72,407926.9,822098.62,439,743,1182,0.0010599468259204178,0.0018214047663931943,0.0014377837053174958
2018,44,431486.55,424268.85,855755.4,512,882,1394,0.0011865955033824346,0.0020788705086409245,0.0016289701473107853
2018,45,452406.26,445369.23,897775.49,544,1059,1603,0.001202459046433177,0.0023778023461566936,0.0017855243519735652
2018,46,452166.48,446717.66,898884.14,607,1108,1715,0.0013424259135705948,0.002480313851930546,0.001907921080908158
2018,47,449443.32,443802.56,893245.88,631,1224,1855,0.0014039590131187177,0.002757983189641808,0.002076695836537192
2018,48,437899.28,429101.23,867000.51,712,1285,1997,0.0016259446692855944,0.002994631360063918,0.0023033435124507596
2018,49,436027.76,423899.13,859926.89,833,1436,2269,0.0019104288222382905,0.0033875983656772306,0.002638596404398983
2018,50,432285.68,421044.48,853330.16,862,1546,2408,0.0019940517113590252,0.003671821086456234,0.0028218854938866804
2018,51,435079.04,423546.96,858625.99,968,1725,2693,0.002224883092506594,0.00407274791914455,0.003136406341485191
2018,52,442921.71,429511.52,872433.22,997,1914,2911,0.002250962139561865,0.004456225062368525,0.003336645067229329
2018,53,446901.73,430357.88,877259.61,1159,2100,3259,0.0025934113076715995,0.004879659691603648,0.003714977827373131
2018,54,446558.27,427812.82,874371.09,1227,2315,3542,0.0027476817303148365,0.0054112450393609055,0.004050911610080796
2018,55,437572.82,417287.31,854860.12,1314,2438,3752,0.0030029287468083597,0.0058424973431375135,0.004389022147857359
2018,56,428354.62,407822.6,836177.23,1508,2651,4159,0.0035204476141753767,0.006500375408327053,0.004973825943574187
2018,57,431139.28,407191.99,838331.26,1589,2886,4475,0.0036855839254544376,0.007087565745092382,0.005337985368695425
2018,58,428006.9,401273.8,829280.7,1580,3160,4740,0.003691529272074819,0.00787492230990411,0.005715796834533832
2018,59,427429.36,397036.1,824465.46,1798,3378,5176,0.004206543041404549,0.008508042467674854,0.0062780070859487554
2018,60,418815.31,386884.32,805699.63,1879,3557,5436,0.00448646445135924,0.009193962681144585,0.006746931235403447
2018,61,417283.58,382755.17,800038.75,1940,3942,5882,0.004649116555221272,0.010299011767757441,0.0073521438805307865
2018,62,415390.96,376375.08,791766.03,2123,4248,6371,0.0051108478624570935,0.011286613343263852,0.008046569009786893
2018,63,413055.75,373084.15,786139.91,2239,4523,6762,0.0054205757939454905,0.01212327031314517,0.008601522342250758
2018,64,407066.39,367516.33,774582.71,2338,4724,7062,0.005743534856808001,0.012853850603046672,0.009117167100205478
2018,65,407090.99,365213.64,772304.63,2537,4849,7386,0.006232021986042973,0.01327716018492628,0.009563583737676155
2018,66,404308.13,361495.18,765803.32,2722,5183,7905,0.006732488906418973,0.01433767387991176,0.01032249377033257
2018,67,404616.04,362117.24,766733.28,2886,5431,8317,0.007132688066444425,0.014997905098359857,0.010847318379084836
2018,68,409039.13,365013.97,774053.1,3139,6093,9232,0.007674082428250813,0.01669251179619235,0.011926830342776225
2018,69,405163.67,360082.74,765246.41,3223,6278,9501,0.007954809966056433,0.01743488177189498,0.012415608718765502
2018,70,397480.35,351799.27,749279.62,3501,6349,9850,0.008807982583289967,0.018047223349838104,0.013145960115664162
2018,71,385399.63,337310.08,722709.71,3719,6722,10441,0.009649723846387709,0.019928251180634744,0.014447017738283883
2018,72,327862.52,281782.36,609644.88,3430,6039,9469,0.010461702057313534,0.021431433820058857,0.015531992985818236
2018,73,276546.44,234479.39,511025.83,3152,5540,8692,0.011397724013370051,0.023626810015157408,0.017008924969604766
2018,74,271483.99,228338.13,499822.11,3571,5766,9337,0.013153630164342288,0.02525202426769458,0.018680646200305146
2018,75,255825.04,213103.28,468928.32,3641,5833,9474,0.014232383194389416,0.02737170446179899,0.020203514259919297
2018,76,235610.01,192964.64,428574.65,3694,5727,9421,0.015678451013180637,0.02967901269372461,0.02198216810070311
2018,77,211803.14,168517.0,380320.14,3783,5633,9416,0.017860925008005072,0.033426894615973465,0.024758089329689453
2018,78,238991.48,184659.05,423650.52,4753,6752,11505,0.019887738257447503,0.03656468502356099,0.02715681784127162
2018,79,234774.35,175887.52,410661.86,5397,7293,12690,0.022988030847492496,0.041463999264984806,0.030901335712062473
2018,80,229638.89,167806.31,397445.2,5989,7524,13513,0.02608007729004438,0.04483740808078075,0.03399965580160485
2018,81,225548.95,159074.66,384623.61,6853,8190,15043,0.03038364842753646,0.05148525855720829,0.03911096357293303
2018,82,219356.4,148815.0,368171.4,7463,8457,15920,0.03402225784157654,0.05682894869468803,0.04324072972533988
2018,83,215423.47,138982.97,354406.45,8565,9274,17839,0.039758899065176136,0.0667275997915428,0.050334862697899545
2018,84,206357.97,127753.3,334111.27,9588,9480,19068,0.04646294979544526,0.07420551954430922,0.057070807578565065
2018,85,194482.16,115376.13,309858.29,10712,10065,20777,0.055079602159910195,0.08723641536598602,0.0670532326245007
2018,86,183668.1,103183.09,286851.19,11995,10388,22383,0.06530802028223735,0.10067541105814916,0.07803000573224046
2018,87,173034.39,91636.61,264671.0,13158,10451,23609,0.07604268723691283,0.11404830449314962,0.08920131030600255
2018,88,155105.24,77460.0,232565.23,13404,10190,23594,0.0864187438154894,0.13155176865478957,0.10145110685720303
2018,89,139039.17,64965.67,204004.83,14059,9637,23696,0.10111539072047106,0.14833988474220308,0.11615411262566676
2018,90,123618.5,54020.98,177639.48,14380,9065,23445,0.11632563087240179,0.1678051749523981,0.13198079616085343
2018,91,107263.73,43568.46,150832.19,14256,8243,22499,0.1329060624686462,0.18919649673181013,0.14916577157700886
2018,92,92298.34,34245.0,126543.35,13766,7380,21146,0.14914677772102944,0.21550591327201052,0.16710479057176847
2018,93,77128.05,26348.33,103476.38,13278,6248,19526,0.17215526646920284,0.23713077830739177,0.1887000685567083
2018,94,62061.08,19603.07,81664.16,12199,5084,17283,0.19656441686158216,0.2593471328725552,0.21163506732941353
2018,95,49703.84,14311.71,64015.56,10968,4257,15225,0.22066705510077292,0.2974487325413944,0.23783280190003805
2018,96,39288.18,10387.28,49675.46,9935,3463,13398,0.25287503773399533,0.33338852904706523,0.2697106378078834
2018,97,29519.52,7205.79,36725.31,8195,2593,10788,0.2776129151151509,0.3598495099080045,0.2937483713547959
2018,98,18337.39,4110.56,22447.95,5569,1573,7142,0.30369643662484136,0.38267292047798834,0.31815822825692325
2018,99,8003.71,1563.51,9567.22,2660,713,3373,0.33234587460065396,0.45602522529436973,0.3525580053557878
2018,100,5282.42,898.26,6180.68,1962,430,2392,0.37142067461504386,0.4787032707679291,0.3870124322890038
2019,0,330494.81,347086.72,677581.54,1097,1443,2540,0.0033192654371788774,0.004157462434748296,0.003748626327688915
2019,1,335851.12,351541.51,687392.63,73,113,186,0.0002173582151519995,0.0003214414138461202,0.00027058771345860955
2019,2,343935.3,359087.11,703022.41,55,79,134,0.00015991379774044713,0.0002200023275689289,0.0001906055882343779
2019,3,354533.9,370744.94,725278.84,34,43,77,9.590056127213786e-05,0.00011598270228583565,0.00010616606435119492
2019,4,367265.95,382588.28,749854.23,28,53,81,7.623903059894335e-05,0.00013853011911394672,0.00010802099496058054
2019,5,377403.44,393007.89,770411.33,30,37,67,7.949053140586106e-05,9.4145692596655e-05,8.696652994446486e-05
2019,6,380232.15,398550.99,778783.14,29,31,60,7.626919501678119e-05,7.77817663933039e-05,7.704327035123025e-05
2019,7,385935.73,404774.36,790710.09,18,38,56,4.663989001484781e-05,9.387946410439634e-05,7.08224173540014e-05
2019,8,394482.41,413343.02,807825.43,16,28,44,4.0559476403523296e-05,6.774034795603902e-05,5.446721329384245e-05
2019,9,396663.2,415964.57,812627.77,33,35,68,8.319400438457613e-05,8.414178159452378e-05,8.367914869559528e-05
2019,10,393186.26,414057.15,807243.41,16,31,47,4.0693181903151956e-05,7.486889189088993e-05,5.8222835166904613e-05
2019,11,395064.17,415387.61,810451.78,18,29,47,4.5562218411252024e-05,6.981431150534317e-05,5.799234594808342e-05
2019,12,397532.77,415194.89,812727.66,28,32,60,7.043444493896692e-05,7.707223949697454e-05,7.38254681771259e-05
2019,13,393167.86,412983.5,806151.36,42,37,79,0.00010682460158365947,8.959195706365993e-05,9.799648542427566e-05
2019,14,390660.48,410132.85,800793.33,32,53,85,8.191255998047205e-05,0.00012922642017092754,0.00010614474024153024
2019,15,385947.39,406214.09,792161.48,49,71,120,0.00012696030927945905,0.000174784680659403,0.00015148426555656303
2019,16,389134.51,410672.58,799807.09,51,100,151,0.00013106007997080494,0.00024350298722159634,0.00018879552568107393
2019,17,390833.81,414333.61,805167.42,53,119,172,0.00013560751051706606,0.0002872081750741872,0.0002136201685855595
2019,18,394587.34,421783.49,816370.83,87,186,273,0.00022048350562894388,0.0004409845439896189,0.00033440685282691936
2019,19,383860.79,408928.81,792789.61,48,211,259,0.00012504533218930748,0.0005159822317239032,0.00032669449338519965
2019,20,368317.99,388388.94,756706.93,67,196,263,0.0001819080300693431,0.0005046487678047681,0.00034755859841273027
2019,21,361488.02,376943.72,738431.73,72,194,266,0.00019917672513739183,0.0005146656906765817,0.0003602228739547798
2019,22,359614.82,372968.67,732583.49,75,200,275,0.00020855647717744224,0.000536238070613277,0.0003753838350902503
2019,23,358914.75,367521.8,726436.55,77,209,286,0.00021453562440663137,0.0005686737494211228,0.00039370265716943894
2019,24,352791.95,355849.84,708641.79,65,210,275,0.00018424456680488316,0.0005901365587237582,0.00038806630356925465
2019,25,348550.29,348703.43,697253.72,62,208,270,0.0001778796396927399,0.0005964954230590734,0.00038723350231820923
2019,26,357239.36,355188.09,712427.45,78,288,366,0.0002183410025143926,0.0008108379985376198,0.0005137365215222968
2019,27,371379.9,367289.43,738669.33,101,230,331,0.0002719587139745581,0.0006262091451964735,0.0004481030774622794
2019,28,379288.04,373681.84,752969.88,105,280,385,0.0002768344606911412,0.0007493005279571519,0.000511308632956208
2019,29,387884.75,377766.97,765651.73,104,272,376,0.00026812087868883735,0.0007200205989422527,0.000491084895739738
2019,30,395404.58,380809.78,776214.36,139,288,427,0.0003515386695824312,0.0007562830975612022,0.0005501057723281492
2019,31,400929.02,383448.05,784377.07,116,317,433,0.0002893280212043518,0.0008267091200489872,0.0005520304156775007
2019,32,407747.08,387259.51,795006.59,130,346,476,0.00031882509127962363,0.0008934577229620519,0.0005987371752478178
2019,33,411719.79,390630.44,802350.24,143,365,508,0.0003473236008402705,0.0009343869873530593,0.0006331399614213364
2019,34,411039.23,390139.39,801178.62,174,356,530,0.00042331725854974963,0.0009124943779709093,0.0006615253911793103
2019,35,401799.1,381845.13,783644.23,193,393,586,0.0004803395527764995,0.001029213073897263,0.0007477883171550947
2019,36,413038.36,393989.61,807027.97,194,432,626,0.00046969003072741235,0.0010964756151818319,0.0007756856308214448
2019,37,429751.52,411908.58,841660.1,250,479,729,0.0005817315084772708,0.001162879394257823,0.0008661453715104233
2019,38,434408.83,416678.96,851087.79,264,532,796,0.0006077224535237923,0.0012767623304042036,0.000935273669006578
2019,39,423760.93,407641.12,831402.05,277,546,823,0.0006536704551785838,0.001339413452695842,0.0009898941192170501
2019,40,404189.31,391406.04,795595.36,275,542,817,0.0006803742533418313,0.001384751241958351,0.0010269039276448269
2019,41,403560.95,393509.73,797070.69,332,574,906,0.0008226762277172754,0.0014586678708046177,0.0011366620443664791
2019,42,396095.5,386738.38,782833.88,317,622,939,0.0008003120459586135,0.0016083224013091228,0.0011994881979303196
2019,43,391382.15,383682.58,775064.73,357,703,1060,0.0009121519721837084,0.0018322437260508413,0.001367627707688363
2019,44,414915.3,407799.86,822715.16,419,825,1244,0.0010098446598619045,0.002023051209483005,0.0015120664605232264
2019,45,431082.53,424616.8,855699.33,493,925,1418,0.0011436325197404775,0.0021784347675362823,0.0016571241209222404
2019,46,452127.62,445087.1,897214.72,597,1045,1642,0.0013204236449876696,0.002347855060279213,0.001830108181907671
2019,47,451818.21,447080.14,898898.36,684,1206,1890,0.00151388320537147,0.0026975029577471278,0.0021025736435874684
2019,48,449782.51,442718.51,892501.02,704,1331,2035,0.0015652009234418652,0.003006425008071156,0.002280109438978568
2019,49,437896.2,427721.8,865618.01,786,1399,2185,0.0017949459255412583,0.0032708176202382016,0.0025242081088400646
2019,50,434900.7,423146.12,858046.82,853,1557,2410,0.001961367273034971,0.003679579999457398,0.0028087045413209503
2019,51,431801.38,419523.83,851325.21,980,1610,2590,0.002269561991673116,0.003837684262178861,0.003042315638696991
2019,52,433900.63,422085.52,855986.15,1059,1884,2943,0.002440650984996265,0.004463550419829611,0.0034381397409292192
2019,53,442349.21,427263.28,869612.49,1113,2077,3190,0.002516111648532163,0.004861171313387848,0.0036683005783415094
2019,54,446350.89,428997.27,875348.16,1190,2180,3370,0.002666063912183529,0.005081617419150476,0.003849896708527953
2019,55,446663.07,426527.65,873190.72,1327,2442,3769,0.002970919444940904,0.005725302919986547,0.0043163537056371834
2019,56,437141.43,416315.75,853457.18,1346,2595,3941,0.0030790950196598844,0.006233249642849208,0.00461768919677962
2019,57,428295.62,405174.19,833469.81,1437,2677,4114,0.0033551592239024065,0.006607034865670985,0.004935991622779954
2019,58,430793.43,404899.16,835692.59,1641,3016,4657,0.003809250294276772,0.007448768231576475,0.005572623301589883
2019,59,427804.09,398902.88,826706.96,1741,3348,5089,0.004069619811255194,0.008393020376288083,0.006155748344008136
2019,60,426606.03,394642.73,821248.77,1902,3555,5457,0.004458446121823454,0.009008147698552562,0.006644758810415022
2019,61,417514.97,384075.5,801590.47,2025,3823,5848,0.004850125493703855,0.009953772109910681,0.00729549591576357
2019,62,417037.64,379700.4,796738.04,2101,4027,6128,0.00503791456329937,0.010605730202022436,0.007691361140482259
2019,63,413776.05,372987.43,786763.48,2201,4438,6639,0.005319302555089885,0.01189852430147579,0.008438368288268794
2019,64,411715.55,369718.27,781433.82,2393,4549,6942,0.005812265288498333,0.012303963231246322,0.008883669764894487
2019,65,405297.39,363345.22,768642.61,2498,4923,7421,0.006163375490772343,0.013549098017582289,0.009654682037468623
2019,66,405421.22,361017.22,766438.44,2589,5239,7828,0.006385950888313148,0.014511773150322304,0.010213475200956779
2019,67,402510.65,356668.94,759179.59,2902,5379,8281,0.007209747120976799,0.015081212286104867,0.010907827487828013
2019,68,402043.5,357059.19,759102.7,3078,5646,8724,0.007655887982270575,0.01581250436377229,0.011492516098282881
2019,69,406151.57,359684.05,765835.62,3309,6227,9536,0.008147204749202372,0.017312416272003167,0.012451758250680478
2019,70,402603.3,353789.06,756392.35,3485,6559,10044,0.008656163523746577,0.018539295703490662,0.013278822822573496
2019,71,394804.99,345610.48,740415.47,3836,6854,10690,0.00971618925079949,0.019831574551790212,0.01443783987927751
2019,72,381725.94,329991.18,711717.12,4039,6924,10963,0.010580889525087029,0.020982378983583745,0.015403591809060318
2019,73,325319.13,276241.0,601560.13,3728,6197,9925,0.011459516690580108,0.02243331004449014,0.016498766299555125
2019,74,273407.43,229289.6,502697.02,3519,5746,9265,0.012870901130960486,0.025060011444042816,0.018430584688964337
2019,75,268369.38,222697.81,491067.19,3903,5982,9885,0.014543387923018639,0.02686151246839832,0.020129628289766215
